cedula,constante,BM2,BM2orig,rmo_mayor_venc_dispromax,rmo_promed_venc_dispromax,Hombre,DR_nro_cargas,Edad,salario,Primaria,Secundaria,Universitaria,Sindato_educ,policia,cabo2do,cabo1ero,sgto_y_subof,oficiales,pensionadojubilado,otrasprofesiones,casado,divorciado,separado,soltero,union_libre,viudo,consumo,vivienda,micro,rmo_monto_entregado,rmo_plazo,producto,SaldosHoyXVCONS,SaldosHoyVencCONS,SaldosHoyCastCONS,SaldosHoyDemCONS,SaldosHoyXVVIV,SaldosHoyVencVIV,SaldosHoyCastVIV,SaldosHoyDemVIV,SaldosHoyXVMIC,SaldosHoyVencMIC,SaldosHoyCastMIC,SaldosHoyDemMIC,SaldosHoyXVTC,SaldosHoyVencTC,SaldosHoyCastTC,SaldosHoyDemTC,SaldosHoyXVSS,SaldosHoyVencSS,SaldosHoyCastSS,SaldosHoyDemSS,NroTCActivasHoy,NroCredConsumoHoy,SaldosFinancieroHoy,SaldosFinanciero3M,CuotasFinancieroHoy,CuotasTCHoy,CuotasSSHoy,NroOpFinancieroHoy,NroOpFinanciero12M,EstCartBancosAlDia,EstCartBancos.30castodem,EstCartBancosHis.30castodem,EstCartCoopRegHoy,EstCartCoopReg.30castodem,EstCartCoopregHis.30castodem,EstCartCoopNoRegHoy,EstCartCoopNoReg.30castodem,EstCartHisCoopNoReg.30ocastodem,EstCartOtrIFISHoy,EstCartOtrIFIS.30castodem,EstCartHisOtrIFIS.30castodem,EstCartSSAlDia,EstCartSSMora.30castodem,EstCartHisSS.30castodem,EstCartBancosAlDiatiene,EstCartBancos.30castodemtiene,EstCartBancosHis.30castodemtiene,EstCartCoopRegHoytiene,EstCartCoopReg.30castodemtiene,EstCartCoopregHis.30castodemtiene,EstCartCoopNoRegHoytiene,EstCartCoopNoReg.30castodemtiene,EstCartHisCoopNoReg.30ocastodemtiene,EstCartOtrIFISHoytiene,EstCartOtrIFIS.30castodemtiene,EstCartHisOtrIFIS.30castodemtiene,EstCartSSAlDiatiene,EstCartSSMora.30castodemtiene,EstCartHisSS.30castodemtiene,Tieneretrasohoy,tieneretrasohis,tieneretraso,tienessaldovencidohoy,salariomas1000,decil,PRE_1,saldo_tot31122012,saldo_ven31122012,saldoAlCorte
A4910,1,1,1,9,5,1,1,29,617.49,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.74,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil1,0.79378,0,0,5000
A4911,1,1,1,9,5,1,0,37,460.66,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,4000,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil2,0.80145,0,0,4000
A4912,1,1,1,9,5,0,0,63,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil2,0.82582,988.12,0,5000
A4913,1,1,1,9,3,1,1,27,886.91,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,5000,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil9,0.92533,0,0,5000
A4914,1,1,1,9,6,0,2,46,346.48,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,3000,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16008.69,0,0,92.81,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.90676,0,0,3000
A4915,1,1,1,9,6,1,2,33,46.94,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,740,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6163.69,0,0,238.74,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil3,0.84541,0,0,740
A4916,1,1,1,9,5,1,2,40,520.86,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.86808,665.23,0,5000
A4917,1,1,1,2,0,1,0,26,598.26,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,30000,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,decil1,0.34476,0,0,30000
A4918,1,1,1,9,5,0,2,50,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1475.73,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1384.68,0,0,242.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.85935,0,0,1475.73
A4919,1,1,1,14,6,1,1,33,426.47,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,3100,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4406.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil8,0.91609,0,0,3100
A4920,1,1,1,9,4,1,0,39,485.66,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.91,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.90896,0,0,5000
A4921,1,1,1,10,5,1,1,28,459.66,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.86359,335.54,0,5000
A4922,1,1,1,10,4,1,0,25,311.55,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.87732,0,0,5000
A4923,1,1,1,9,4,0,0,47,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil2,0.80265,0,0,5000
A4924,1,1,1,10,5,1,0,34,250.21,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.89515,0,0,5000
A4925,1,1,1,10,5,1,8,65,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923.64,0,0,113.54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil1,0.73068,149.35,0,5000
A4926,1,1,1,8,4,1,0,28,373.56,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803.27,0,0,125.63,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,decil1,0.77212,0,0,5000
A4927,1,1,1,9,7,1,1,25,254.49,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.86359,0,0,5000
A4928,1,1,1,10,5,1,1,29,468.06,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.8904,0,0,5000
A4929,1,1,1,10,5,1,2,28,619.7,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841.68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.85911,0,0,5000
A4930,1,1,1,10,3,1,3,29,528.76,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2156.76,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,decil1,0.70157,0,0,5000
A4931,1,1,1,10,5,1,0,25,766.76,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil6,0.90209,0,0,5000
A4932,1,1,1,10,5,1,1,29,464.86,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.86359,0,0,5000
A4933,1,1,1,10,5,1,2,37,271.9,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.86998,0,0,5000
A4934,1,1,1,15,6,0,1,61,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3683.63,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.84268,0,0,5000
A4935,1,1,1,14,6,1,2,39,373.66,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil1,0.78152,0,0,5000
A4936,1,1,1,14,5,1,2,28,984.29,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil6,0.90259,0,0,5000
A4937,1,1,1,14,6,1,2,31,473.66,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.84859,0,0,5000
A4938,1,1,1,9,5,1,2,61,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67144.7,0,0,240.56,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil1,0.71051,0,0,5000
A4939,1,1,1,10,5,0,3,39,439.26,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.88779,0,0,5000
A4940,1,1,1,9,5,1,0,27,628.8,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.88611,0,0,5000
A4941,1,1,1,0,0,1,1,30,1024.4,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.62,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,decil4,0.86751,1303,0,5000
A4942,1,1,1,9,5,1,0,30,485.66,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil8,0.91636,499.46,0,5000
A4943,1,1,1,10,5,1,0,27,882.27,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil6,0.90209,334.37,0,5000
A4944,1,1,1,10,5,1,2,34,511.26,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,5000,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.89491,0,0,5000
A4945,1,1,1,7,0,1,2,27,825.36,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.07,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil8,0.91766,0,0,5000
A4946,1,1,1,9,5,1,0,25,889.39,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil6,0.90209,0,0,5000
A4947,1,1,0,366,46,1,1,26,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1500,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4355.89,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,decil2,0.82624,256.23,256.23,1500
A4948,1,1,1,9,7,1,4,26,-324.23,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,decil2,0.81456,0,0,5000
A4949,1,1,1,9,4,1,0,22,350.86,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2300,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil6,0.90209,0,0,2300
A4950,1,1,1,9,5,1,0,29,579.27,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2270,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.89438,0,0,2270
A4951,1,1,1,9,3,1,0,65,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,3300,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.87792,0,0,3300
A4952,1,1,1,9,5,1,1,66,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,4500,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6670.4,0,0,166.55,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil2,0.80249,0,0,4500
A4953,1,1,1,9,5,1,0,27,615.39,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.77,0,0,242.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.87732,1141.81,0,5000
A4954,1,1,1,9,5,0,0,28,345.41,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2300,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil10,0.93104,0,0,2300
A4955,1,1,1,9,3,1,0,27,474.36,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,2100,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9208.02,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,decil3,0.85106,0,0,2100
A4956,1,1,1,9,5,1,1,27,617.49,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3252.28,0,0,242.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.87167,211.32,0,5000
A4957,1,1,1,14,3,1,0,28,1001.79,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,33000,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,decil1,0.63538,0,0,33000
A4958,1,1,1,0,0,1,2,33,617.49,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2000,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.87836,0,0,2000
A4959,1,1,1,9,6,1,2,28,662.88,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2069.69,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,decil2,0.80139,0,0,5000
A4960,1,1,1,9,4,0,2,48,632.61,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil7,0.91254,0,0,5000
A4961,1,1,1,9,5,1,3,30,459.66,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.84371,982.86,0,5000
A4962,1,1,1,10,5,1,1,33,401.79,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.87322,0,0,5000
A4963,1,1,1,9,5,0,1,44,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,3100,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.84268,0,0,3100
A4964,1,1,1,10,4,1,7,35,480.69,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3813.76,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil1,0.76829,0,0,5000
A4965,1,1,1,10,5,1,2,34,663.23,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.85911,0,0,5000
A4966,1,1,1,10,5,1,0,28,476.86,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil4,0.88611,0,0,5000
A4967,1,1,1,9,4,1,1,30,459.66,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,5000,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil3,0.86359,0,0,5000
A4968,1,1,1,9,3,1,0,28,598.19,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,5000,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,decil5,0.89438,0,0,5000
