Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,56,Belgium,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,61384,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,76,Brazil,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,946746,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,124,Canada,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,99534,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,152,Chile,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,3611295,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,156,China,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,120927,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,170,Colombia,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1454737,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,188,Costa Rica,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,3404,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,208,Denmark,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,16044,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,251,France,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,49560,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,276,Germany,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,243384,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,320,Guatemala,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,18120,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,372,Ireland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,247518,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,381,Italy,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,6894,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,410,Rep. of Korea,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1162,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,458,Malaysia,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,22910,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,484,Mexico,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,706913,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,528,Netherlands,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,145832,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,604,Peru,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1181741,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,699,India,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,3131,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,702,Singapore,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,347623,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,724,Spain,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,137226,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,757,Switzerland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,70634,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,826,United Kingdom,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,27759,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,842,United States of America,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,2733091,,,0
HS,2016,201609,September 2016,2,0,1,Imports,218,Ecuador,,858,Uruguay,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,34562,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,17885422,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,32,Argentina,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,161755,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,56,Belgium,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,96386,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,76,Brazil,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,545441,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,124,Canada,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,57119,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,152,Chile,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,7154612,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,156,China,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,81752,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,170,Colombia,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,2168228,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,188,Costa Rica,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,60692,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,208,Denmark,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,15964,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,251,France,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,42122,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,276,Germany,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,171135,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,320,Guatemala,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,36240,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,372,Ireland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,259830,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,381,Italy,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,96731,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,410,Rep. of Korea,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,35401,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,458,Malaysia,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,42996,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,484,Mexico,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,851983,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,528,Netherlands,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,179816,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,604,Peru,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1006756,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,616,Poland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,45446,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,702,Singapore,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,188955,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,724,Spain,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,717826,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,757,Switzerland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,987666,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,792,Turkey,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,80781,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,826,United Kingdom,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,46462,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,842,United States of America,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1620734,,,0
HS,2016,201610,October 2016,2,0,1,Imports,218,Ecuador,,858,Uruguay,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1132591,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,15447545,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,32,Argentina,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,115566,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,40,Austria,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,5239,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,56,Belgium,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,31724,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,76,Brazil,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,764159,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,124,Canada,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,49145,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,152,Chile,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,5406750,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,156,China,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,112196,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,170,Colombia,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,2483394,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,188,Costa Rica,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,65505,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,208,Denmark,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,503894,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,251,France,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,9886,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,276,Germany,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,313093,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,320,Guatemala,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,18120,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,372,Ireland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,32709,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,381,Italy,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,38505,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,458,Malaysia,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,81936,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,484,Mexico,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,716906,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,490,"Other Asia, nes",,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,19785,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,528,Netherlands,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,94208,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,604,Peru,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1696995,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,616,Poland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,45552,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,699,India,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,34459,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,724,Spain,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,321835,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,752,Sweden,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,11206,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,757,Switzerland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,63546,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,792,Turkey,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,46278,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,826,United Kingdom,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,122776,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,842,United States of America,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1870712,,,0
HS,2016,201611,November 2016,2,0,1,Imports,218,Ecuador,,858,Uruguay,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,371465,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,13409674,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,32,Argentina,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,134990,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,56,Belgium,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,59177,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,76,Brazil,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,301788,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,124,Canada,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,24416,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,152,Chile,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,4726567,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,156,China,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,304366,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,170,Colombia,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1981497,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,188,Costa Rica,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,58020,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,208,Denmark,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,22486,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,251,France,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,8630,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,276,Germany,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,139648,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,320,Guatemala,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,12749,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,381,Italy,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,7130,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,410,Rep. of Korea,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,33446,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,458,Malaysia,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,15190,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,484,Mexico,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1395650,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,528,Netherlands,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,121245,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,591,Panama,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,71012,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,604,Peru,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1050348,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,616,Poland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,64140,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,702,Singapore,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,378067,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,724,Spain,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,338302,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,757,Switzerland,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,83230,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,826,United Kingdom,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,88058,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,842,United States of America,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,1324351,,,0
HS,2016,201612,December 2016,2,0,1,Imports,218,Ecuador,,858,Uruguay,,,,,,,,,21,Miscellaneous edible preparations,0,,,,,,,,665172,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,1961597,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,32,Argentina,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,364696,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,40,Austria,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,6454,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,76,Brazil,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,51110,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,152,Chile,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,295723,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,170,Colombia,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,229146,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,251,France,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,15786,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,276,Germany,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,11046,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,320,Guatemala,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,13075,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,381,Italy,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,30599,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,422,Lebanon,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,2663,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,484,Mexico,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,323377,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,528,Netherlands,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,255857,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,604,Peru,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,127824,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,826,United Kingdom,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,106451,,,0
HS,2016,201601,January 2016,2,0,1,Imports,218,Ecuador,,842,United States of America,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,127792,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,1542799,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,32,Argentina,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,302505,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,40,Austria,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,8496,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,152,Chile,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,253756,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,170,Colombia,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,102129,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,251,France,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,6153,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,276,Germany,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,1485,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,320,Guatemala,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,45349,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,372,Ireland,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,8004,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,381,Italy,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,1045,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,484,Mexico,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,206179,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,591,Panama,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,18503,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,604,Peru,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,218736,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,724,Spain,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,14569,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,826,United Kingdom,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,107925,,,0
HS,2016,201602,February 2016,2,0,1,Imports,218,Ecuador,,842,United States of America,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,247965,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,2354557,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,32,Argentina,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,142287,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,40,Austria,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,100191,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,152,Chile,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,415176,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,156,China,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,28311,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,170,Colombia,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,376989,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,208,Denmark,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,3930,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,251,France,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,25610,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,276,Germany,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,66640,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,320,Guatemala,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,12474,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,381,Italy,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,26746,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,484,Mexico,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,65836,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,528,Netherlands,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,365817,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,591,Panama,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,46778,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,604,Peru,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,306392,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,724,Spain,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,24229,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,826,United Kingdom,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,98814,,,0
HS,2016,201603,March 2016,2,0,1,Imports,218,Ecuador,,842,United States of America,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,248336,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,0,World,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,1890715,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,32,Argentina,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,102924,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,40,Austria,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,95731,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,56,Belgium,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,24319,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,76,Brazil,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,3633,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,152,Chile,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,538226,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,156,China,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,13816,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,170,Colombia,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,146385,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,208,Denmark,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,1154,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,251,France,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,20472,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,276,Germany,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,3575,,,0
HS,2016,201604,April 2016,2,0,1,Imports,218,Ecuador,,320,Guatemala,,,,,,,,,22,"Beverages, spirits and vinegar",0,,,,,,,,11721,,,0
