Descripción CCIF;GENERAL;Alimentos y bebidas no alcohólicas;Alimentos;Pan y cereales (ND);Arroz;ARROZ;Cereales enteros y harinas;CEREALES ENTEROS;HARINA DE TRIGO;HARINA DE OTROS CEREALES;Gramíneas y derivados;AVENA;CEREALES PREPARADOS;Pan;PAN CORRIENTE;PAN ESPECIAL;PAN ENVASADO;Productos de panadería;GALLETAS;Pastas alimenticias;TALLARINES Y FIDEOS;Carne (ND);Carne de bovino fresca, refrigerada o congelada;CARNE  DE RES SIN HUESO;CARNE DE RES CON HUESO;CARNE DE RES MOLIDA;Carne de porcino fresca, refrigerada o congelada;CHULETA DE CERDO;CARNE DE CERDO SIN HUESO;CARNE DE CERDO CON HUESO;Carne de ovino;CARNE DE OVINO;Carne de aves  fresca, refrigerada o congelada;POLLO ENTERO;PRESAS DE POLLO;MENUDENCIAS DE POLLO;Vísceras frescas;VÍSCERAS DE RES;Carnes preparadas y procesadas;CHORIZO;JAMÓN;MORTADELA;SALCHICHA;Pescado (ND);Pescados  frescos, refrigerados y congeladas;PESCADO FRESCO ENTERO;PESCADO FRESCO FILETEADO;Mariscos frescos, refrigerados, congelados;CAMARÓN;Pescados  y mariscos procesados y preparados;ATÚN EN CONSERVA;SARDINAS EN CONSERVA;Leche, queso y huevos (ND);Leche líquida;LECHE LÍQUIDA VEGETAL;LECHE LÍQUIDA PASTEURIZADA;LECHE LÍQUIDA LARGA VIDA;Leche conservada;LECHE EN POLVO;LECHE MATERNIZADA EN POLVO;Yogures y productos en base leche;YOGURT;Quesos;QUESO FRESCO;QUESO DE MESA;Huevos;HUEVOS DE GALLINA;Aceites y grasas (ND);Aceites puros y mezclados;ACEITE VEGETAL ;ACEITE PURO;Grasas para la cocina;MARGARINA;MANTEQUILLA;MANTECA;Frutas (ND);Frutas frescas refrigeradas y congeladas;AGUACATE;BANANA;LIMÓN;MANDARINA;NARANJA;NARANJILLA;PAPAYA;PIÑA;PLÁTANO MADURO;PLÁTANO VERDE;UVAS;MELÓN;MORA;MANZANA;MARACUYÁ;SANDÍA;FRUTILLA;TOMATE DE ÁRBOL;FRUTAS DE TEMPORADA;Frutas secas y en conserva (procesadas);MANÍ;Legumbres-Hortalizas (ND);Productos de huerta frescos;AJO;ACELGA;BRÓCOLI;CEBOLLA BLANCA;CEBOLLA PAITEÑA;CHOCLO;COL;COLIFLOR;LECHUGA;PEPINILLO ;PIMIENTO;REMOLACHA;TOMATE RIÑÓN;ZANAHORIA AMARILLA;ARVEJA TIERNA;FRÉJOL TIERNO;HABA TIERNA;OTROS PRODUCTOS DE HUERTA FRESCOS;Papas y tubérculos;PAPA ;YUCA Y CAMOTE;MELLOCO;Leguminosas secos y vegetales en conserva;FRÉJOL SECO;LENTEJA;ARVEJA SECA;MOTE;Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND);Azúcar y sucedáneos del azúcar;AZÚCAR;SUSTITUTO DEL AZÚCAR;Chocolates, dulces de azúcar y helados;CARAMELOS;CHOCOLATES;CHICLE;HELADOS;Productos alimenticios n.e.p. (ND);Condimentos naturales;SAL;CULANTRO;Condimentos y aderezos procesados;MAYONESA;SALSA DE TOMATE;MOSTAZA;ALIÑOS PREPARADOS;CONDIMENTOS PROCESADOS;Preparados alimenticios;GELATINA EN POLVO;ALIMENTOS PREPARADOS PARA BEBÉ;SNACKS;Bebidas no alcohólicas;Café, té y cacao (ND);Café, té y cacao;CAFÉ SOLUBLE;CAFÉ MOLIDO;COCOA;HIERBA AROMÁTICA;Aguas minerales, refrescos, jugos de frutas y de legumbres (ND);Aguas minerales, gaseosas, jugos de frutas ;AGUA EMBOTELLADA PURIFICADA;GASEOSA;BEBIDAS ENERGIZANTES E HIDRATANTES;JUGO DE FRUTAS;REFRESCOS;Bebidas alcohólicas, tabaco y estupefacientes;Bebidas alcohólicas;Bebidas destiladas (ND);Bebidas destiladas;AGUARDIENTE DE CAÑA;WHISKY;Cerveza (ND);Cerveza;CERVEZA ENVASADA;Tabaco;Tabaco (ND);Tabaco;CIGARRILLOS;Prendas de vestir y calzado;Prendas de vestir;Materiales para prendas de vestir (SD);Materiales para prendas de vestir (telas, tejidos);TELAS PARA CONFECCIÓN;Prendas de vestir (SD);Prendas de vestir de hombres de 13 años y más;TERNO PARA HOMBRE ;CHOMPA PARA HOMBRE;PANTALÓN PARA HOMBRE;CAMISA PARA HOMBRE;CAMISETA PARA HOMBRE;MEDIAS PARA HOMBRE;ROPA INTERIOR PARA HOMBRE;Prendas de vestir de mujeres de 13 años y más;TERNO Y VESTIDO PARA MUJER ;CHOMPA PARA MUJER;FALDA PARA MUJER;PANTALÓN Y LICRA PARA MUJER;BLUSA PARA MUJER;ROPA PARA DORMIR PARA MUJER;ROPA INTERIOR PARA MUJER;MEDIAS PARA MUJER;Prendas de vestir de niños y niñas de 3 a 12 años;CHOMPAS DE NIÑAS Y NIÑOS;CONJUNTO PARA NIÑAS Y NIÑOS;CAMISETA PARA NIÑAS Y NIÑOS;BLUSA PARA NIÑAS ;PANTALONES PARA NIÑAS Y NIÑOS;ROPA INTERIOR PARA NIÑAS Y NIÑOS;MEDIAS PARA NIÑAS Y NIÑOS;UNIFORME ESCOLAR;Prendas de vestir y complementos para niños y niñas de 0 a 2 años;CAMISETA PARA BEBÉ;ROPA EXTERIOR PARA BEBÉ;ROPA INTERIOR PARA BEBÉ;Otros artículos y accesorios de vestir (SD);Accesorios de vestir;CORREA;GORRA;CORBATA;Limpieza, reparación y alquiler de prendas de vestir (S);Limpieza, reparación y alquiler de prendas de vestir;CONFECCIÓN Y REPARACIÓN DE PRENDAS DE VESTIR;LIMPIEZA Y LAVADO DE PRENDAS DE VESTIR;Calzado;Zapatos y otros calzados (SD);Zapatos de hombres de 13 años y más;CALZADO PARA HOMBRE;SANDALIAS PARA HOMBRE;ZAPATOS DEPORTIVOS PARA HOMBRE;BOTAS PARA HOMBRE;Zapatos de mujeres de 13 años y más;CALZADO PARA MUJER;ZAPATOS DEPORTIVOS PARA MUJER;BOTAS PARA MUJER;Zapatos de niños y niñas de 3 a 12 años;CALZADO PARA NIÑAS Y NIÑOS;ZAPATOS DEPORTIVOS PARA NIÑAS Y NIÑOS;BOTAS PARA NIÑAS Y NIÑOS;Zapatos de niños y niñas de 0 a 2 años;CALZADO PARA BEBÉ;Reparación y alquiler de calzado (S);Reparación y alquiler de calzado;LIMPIEZA Y REPARACIÓN DE CALZADO;Alojamiento, agua, electricidad, gas y otros combustibles;Alquileres efectivos del alojamiento;Alquileres efectivos pagados por los inquilinos (S);Alquileres efectivos de la vivienda;ALQUILER DE CASA;ALQUILER DE DEPARTAMENTO;ALQUILER DE PIEZA;Conservación y reparación de la vivienda;Materiales para la conservación y la reparación de la vivienda (ND);Materiales para la conservación y la reparación de la vivienda;CEMENTO;PINTURA;MATERIALES PARA REPARACIÓN DE LA VIVIENDA;Servicios para la conservación y la reparación de la vivienda (S);Servicios para la conservación y la reparación de la vivienda;SERVICIOS DE REPARACIÓN DE LA VIVIENDA;Suministro de agua y servicios diversos relacionados con la vivienda;Suministro de agua (ND);Suministro de agua;SUMINISTRO DE AGUA;Otros servicios relacionados con la vivienda n.e.p. (S);Servicios relacionados con la vivienda;SERVICIO DE SEGURIDAD DE LA VIVIENDA;Electricidad, gas y otros combustibles;Electricidad (ND);Electricidad;SERVICIO DE CONSUMO ELÉCTRICO;Gas (ND);Gas;GAS DOMÉSTICO;Muebles, artículos para el hogar y para la conservación ordinaria del hogar;Muebles y accesorios, alfombras y otros materiales para pisos;Muebles y accesorios (D);Muebles de sala y comedor;JUEGO DE SALA;JUEGO DE COMEDOR;Muebles de dormitorio;JUEGO DE DORMITORIO;COLCHÓN;Alfombras y otros materiales para pisos (D);Alfombras y materiales para pisos;ALFOMBRA SUELTA;Reparación de muebles, accesorios y materiales para pisos (S);Reparación de muebles, accesorios y materiales para pisos;REPARACIÓN DE MUEBLES;Productos textiles para el hogar;Productos textiles para el hogar (SD);Productos textiles para el hogar ;ROPA DE CAMA;CORTINA DE TELA;ROPA DE BAÑO;Artefactos para el hogar;Artefactos para el hogar grandes, eléctricos o no (D);Artefactos grandes para el hogar;COCINA;HORNO;REFRIGERADORA;LAVADORA Y SECADORA DE ROPA;ACONDICIONADOR DE AIRE;Artefactos eléctricos para el hogar pequeños (SD);Artefactos eléctricos para el hogar pequeños;LICUADORA;VENTILADOR;PLANCHA ELÉCTRICA DE ROPA;DUCHA ELÉCTRICA;Reparación de artefactos para el hogar (S);Reparación de artefactos para el hogar;REPARACIÓN DE ARTEFACTOS PARA EL HOGAR;Artículos de vidrio y cristal, vajilla y utensilios para el hogar;Artículos de vidrio y cristal, vajilla y utensilios para el hogar (SD);Artículos de vidrio y cristal, vajilla y utensilios para el hogar;OLLAS;Herramientas y equipo para el hogar y el jardín;Herramientas y equipo grandes (D);Herramientas y equipos grandes;BOMBA DE AGUA;Herramientas pequeñas y accesorios diversos (SD);Lámparas incandescentes, fluorescentes y pilas;FOCO DE LUZ;PILAS;CANDADO;Bienes y servicios para conservación ordinaria del hogar;Bienes para el hogar no duraderos (ND);Productos de limpieza y mantenimiento;DETERGENTE PARA ROPA;JABÓN PARA ROPA;JABÓN PARA VAJILLA;CLORO Y DESINFECTANTE;BETÚN ;CERA PARA PISOS;DESODORANTE AMBIENTAL;SUAVIZANTE DE ROPA;INSECTICIDA;Productos no duraderos para el hogar;ESCOBA;ESPONJA LAVA VAJILLA;FUNDAS PARA BASURA;SERVILLETAS ;FÓSFOROS;VELAS;Servicios domésticos y para el hogar (S);Servicios domésticos y  para el hogar;SERVICIOS DOMÉSTICOS;Salud;Productos, artefactos y equipo médicos;Productos farmacéuticos (ND);Productos farmacéuticos;ANALGÉSICOS Y ANTIPIRÉTICOS (N02B);COMBINACIONES DE SUPRESORES DE LA TOS Y EXPECTORANTES (R05F);"PREPARADOS DERMATOLÓGICOS 
(D11A)";ANTIBIÓTICO;ANTIHISTAMÍNICO PARA USO SISTÉMICO (R06A);ANTIINFLAMATORIO Y ANTIRREUMÁTICOS NO ESTEROIDEOS (M01A);TRACTO ALIMENTARIO Y METABOLISMO (A);ANTIHELMÍNTICOS (ANTIPARASITARIO) (P02);SISTEMA CARDIOVASCULAR (C);MEDICAMENTOS USADOS EN DIABETES (A10);ANTICONCEPTIVOS HORMONALES PARA USO SISTÉMICO (G03A);ANTIFÚNGICOS PARA USO DERMATOLÓGICO (D01);OFTALMOLÓGICOS (S01);MEDICAMENTOS PARA EL SISTEMA NERVIOSO (N);SUPLEMENTOS MINERALES, VITAMINAS Y PREPARADOS ANTIANÉMICOS (A12) (A11) (B03);Otros productos médicos (ND);Antisépticos y preservativos;ALCOHOL ANTISÉPTICO;PRESERVATIVO;Artefactos y equipo terapéuticos (D);Artefactos y equipos terapéuticos;LENTES ÓPTICOS DE CORRECCIÓN;AUDÍFONOS DE CORRECCIÓN;Servicios para pacientes externos;Servicios médicos (S);Servicios médicos;CONSULTA MÉDICO GENERAL;CONSULTA MÉDICO ESPECIALISTA;Servicios dentales (S);Servicios dentales;SERVICIOS ODONTOLÓGICOS;Servicios paramédicos (S);Servicios paramédicos;EXÁMENES MÉDICOS DE SONIDO;EXAMEN DE LABORATORIO;EXÁMENES MÉDICOS DE IMÁGENES;Servicios de hospital (S);Servicios de hospital (S);Servicios de hospital;GASTOS EN HOSPITALIZACIÓN;Transporte;Adquisición de vehículos;Vehículos a motor (D);Vehículos a motor;AUTOMÓVIL;Motocicletas (D);Motocicletas nuevas;MOTOCICLETA;Bicicletas (D);Bicicleta;BICICLETA;Funcionamiento de equipo de transporte personal;Piezas de repuesto y accesorios para equipo de transporte personal (SD);Piezas de repuesto y accesorios para equipo de transporte personal;BATERÍA;NEUMÁTICO;AMORTIGUADORES;Combustibles y lubricantes para equipo de transporte personal (ND);Combustibles y lubricantes para equipo de transporte personal;DIÉSEL;GASOLINA ECOLÓGICA;GASOLINA BAJO OCTANAJE;GASOLINA ALTO OCTANAJE;ACEITE LUBRICANTE;Conservación y reparación de equipo de transporte personal (S);Conservación y reparación de equipo de transporte personal;AFINAMIENTO (ABC);LAVADO, ENGRASADO Y PULVERIZADO;CAMBIO, ALINEACIÓN Y BALANCEO DE NEUMÁTICOS;INSPECCIÓN TÉCNICA;Servicios de estacionamiento y peaje (S);Servicios de estacionamiento y peaje;ESTACIONAMIENTO;PEAJE;SERVICIO DE WINCHA;Servicios de transporte;Transporte de pasajeros por carretera (S);Transporte de pasajeros por carretera;TRANSPORTE URBANO;TAXI URBANO;TRANSPORTE INTERURBANO;TRANSPORTE ESCOLAR;Transporte de pasajeros por aire (S);Transporte de pasajeros por aire;VIAJE EN AVIÓN;Comunicaciones;Servicios postales;Servicios postales (S);Servicios postales;ENVÍO DE PAQUETE;Equipo telefónico y de facsímile;Equipo telefónico y de facsímile (D);Equipo telefónico y de facsímile;TELÉFONO CELULAR;Servicios telefónicos y de facsímile;Servicios telefónicos y de facsímile (S);Servicios telefónicos;SERVICIO DE TELEFONÍA CELULAR;SERVICIO DE TELEFONÍA RESIDENCIAL;Servicios de alquiler de teléfono e internet;SERVICIO DE ALQUILER DE TELÉFONO;SERVICIO DE INTERNET;Recreación y cultura;Equipo audiovisual, fotográfico y de procesamiento de información;Equipo para la recepción, grabación y reproducción de sonidos e imágenes (D);Equipo para la recepción, grabación y reproducción de sonidos e imágenes;REPRODUCTOR DE SONIDO;REPRODUCTOR DE VIDEO;TELEVISOR;Equipo fotográfico y cinematográfico e instrumentos ópticos (D);Equipos fotográficos ;CÁMARA FOTOGRÁFICA;Equipo de procesamiento e información (D);Equipo de procesamiento de la información;COMPUTADORA ESCRITORIO;COMPUTADORA PORTÁTIL;IMPRESORA;Medios para grabación (SD);Medios para grabación;MEMORY FLASH;DISPOSITIVOS DE ALMACENAMIENTO DE DATOS;Reparación de equipo audiovisual, fotográfico y de procesamiento de información (S);Reparación de equipos audiovisuales ;REPARACIÓN DE EQUIPOS ELECTRÓNICOS;Otros productos duraderos importantes para recreación y cultura;Instrumentos musicales y equipos duraderos importantes para recreación en interiores (d);Instrumentos musicales y equipos duraderos importantes para recreación en interiores;GUITARRA;Otros artículos y equipo para recreación, jardines y animales domésticos;Conservación y reparación de otros bienes duraderos importantes para recreación y cultura (S);Juegos, juguetes y aficiones;JUGUETE;JUEGO ELECTRÓNICO;MUÑECA;Equipo de deportes, campamentos y recreación al aire libre (SD);Equipo de deportes, campamentos y recreación al aire libre;BALÓN DEPORTIVO;MÁQUINA DE EJERCICIO;Jardines, plantas y flores (ND);Jardines, plantas y flores;FLORES;Animales domésticos y productos conexos (ND);Animales domésticos y productos para mascotas;ALIMENTO PREPARADO PARA MASCOTAS;Servicios de veterinaria y de otro tipo para animales domésticos (S);Servicios de veterinario;GASTO EN MÉDICO VETERINARIO;Servicios de recreación y culturales;Servicios de recreación y deportivos (S);Servicio de recreación y deportivos;ENTRADA A ESTADIOS DEPORTIVOS;GIMNASIO;PISCINA Y SITIOS DE RECREACIÓN;CLASES DE DEPORTE;Servicios culturales (S);Servicio culturales;ENTRADA A CINE;ENTRADA A DISCOTECA;GASTO EN TARIFA DE TELEVISIÓN PAGADA;Juegos de azar (S);Juegos de azar;BILLETE DE  LOTERÍA;Periódicos, libros y papeles y útiles de oficina;Libros (SD);Libros;LIBROS Y ENCICLOPEDIAS;TEXTOS DE ENSEÑANZA DE TODO NIVEL EDUCATIVO;Diarios y periódicos (ND);Diarios y periódicos;PERIÓDICOS Y REVISTAS;Papel y útiles de oficina y materiales de dibujo (ND);Papel y útiles de oficina y materiales de dibujo;CUADERNOS;BOLÍGRAFOS;ÚTILES ESCOLARES;Paquetes turísticos;Paquetes turísticos (S);Paquetes turísticos;PAQUETE DE VACACIONES;Educación;Enseñanza preescolar y enseñanza primaria;Enseñanza preescolar y enseñanza primaria (S);Enseñanza preescolar y enseñanza primaria;EDUCACIÓN INICIAL;EDUCACIÓN GENERAL BÁSICA;Enseñanza secundaria;Enseñanza secundaria (S);Enseñanza secundaria;EDUCACIÓN BÁSICA SUPERIOR;EDUCACIÓN BACHILLERATO;EDUCACIÓN BACHILLERATO A DISTANCIA;Enseñanza terciaria;Enseñanza terciaria (S);Enseñanza universitaria;EDUCACIÓN UNIVERSITARIA PREGRADO;EDUCACIÓN UNIVERSITARIA POSTGRADO;Enseñanza no atribuible a ningún nivel;Enseñanza no atribuible a ningún nivel (S);Enseñanza no atribuible a ningún nivel;CURSO DE COMPUTACIÓN;CURSO DE IDIOMAS;Restaurantes y hoteles;Servicios de suministro de comidas por contrato;Restaurantes, cafés y establecimientos similares (S);Restaurantes, cafés y establecimientos similares;DESAYUNO;ALMUERZO POPULAR;ALMUERZO EJECUTIVO ;COMIDA TRADICIONAL PREPARADA ;PLATOS PREPARADOS;COMIDA RÁPIDA;HAMBURGUESA Y SÁNDUCHE;BEBIDAS CALIENTES;POSTRES PREPARADOS;Servicios de alojamiento;Servicios de alojamiento (S);Servicios de alojamiento;ALOJAMIENTO EN HOTELES;ALOJAMIENTO EN HOSTALES;Bienes y servicios diversos;Cuidado personal;Salones de peluquería y establecimientos de cuidados personales (S);Salones de peluquería y establecimientos de cuidados personales;LAVADO Y CEPILLADO DE CABELLO PARA MUJER;CORTE DE CABELLO;MANICURE;TRATAMIENTOS PARA EL CABELLO;Aparatos eléctricos para el cuidado personal (D);Aparatos eléctricos para el cuidado personal;PLANCHA PARA EL CABELLO;Otros aparatos, artículos y productos para la atención personal (ND);Aparatos no eléctricos y artículos para la atención personal;ACEITE PARA BEBÉ;ACONDICIONADOR PARA EL CABELLO;COSMÉTICOS;PROTECTOR SOLAR;CEPILLO DE DIENTES;CREMAS PARA LA PIEL;GEL Y FIJADOR DE CABELLO;DESODORANTE ;JABÓN PARA TOCADOR;PAÑALES DESECHABLES;PAPEL HIGIÉNICO;PASTA DENTAL;PERFUMES;TOALLAS SANITARIAS;RASURADORA;SHAMPOO;TALCO PARA PIES;TINTE PARA EL CABELLO;Efectos personales n.e.p.;Joyería, relojes de pared y relojes de pulsera (D);Joyería, relojes de pared y relojes de pulsera;RELOJ DE MANO;ANILLO;Otros efectos personales (SD);Artículos personales varios;BOLSOS Y CARTERAS;GAFAS PARA SOL;MOCHILA ESCOLAR;Protección social;Protección social (S);Guarderías y casas cunas;SERVICIO DE GUARDERÍAS INFANTILES;Seguros;Seguro relacionado con la vivienda (S);Seguro relacionado con la vivienda;SEGURO PARA LA VIVIENDA;Seguro relacionado con la salud (S);Seguro relacionado con la salud;SEGURO DE SALUD;Seguro relacionado con el transporte (S);Seguro relacionado con el transporte;SEGURO DE VEHÍCULO;Servicios financieros n.e.p.;Otros servicios financieros n.e.p. (S);Servicios financieros;SERVICIOS BANCARIOS;Otros servicios n.e.p.;Otros servicios n.e.p. (S);Servicios judiciales, sociales y fotocopias;GASTOS COMPROMISOS SOCIALES;SERVICIOS JUDICIALES;FOTOCOPIAS
ene-15;0.590365478;0.438236323;0.451487809;-1.600657112;-4.520433599;-4.520433599;-0.311768291;-0.927976253;-0.097216274;0.016507104;-0.534196989;-1.192898288;-0.015926101;0.402510919;0.426558268;-0.83588164;0.143623965;0.89548442;0.89548442;0.822719773;0.822719773;0.965818152;3.528824184;4.267678476;1.924877647;2.467809566;0.88811349;0.340938171;1.530275537;1.120878279;-1.518520463;-1.518520463;-0.941081609;-1.029055473;-1.021510174;0.95456916;1.539282462;1.539282462;0.056817126;0.126644188;0.122024935;0.03458357;-0.010017462;0.597938285;0.378958191;-0.90089835;0.613679493;2.012328467;2.012328467;0.446708142;0.59752933;-0.695285587;0.627052408;0.196542237;-0.033593475;0.172555979;0.301961167;4.568591772;-3.701694835;6.84899121;3.869970333;3.869970333;0.205614283;-0.801219308;0.537845483;-1.370124447;-1.370124447;-0.067706209;-0.003146011;0.035959112;-0.393840914;-0.329137618;-0.591758619;0;-0.033549897;4.862689485;4.994034353;-9.784836083;-1.797633199;-10.99851134;24.22185735;32.16997765;3.696979618;-0.695114086;2.479477676;-1.357890097;-0.403156535;-0.878864417;6.582409526;0.058839855;6.402724505;5.619640618;-3.757425845;0.743432929;5.574073893;1.858750394;-0.693761022;-0.693761022;-0.831078535;-0.681470455;0.189564452;0.29911571;-8.727753869;0.805553027;-0.690038947;-2.13371819;-4.17815838;-5.30061623;2.211795487;0.709097125;1.41858871;-3.765290874;-3.359563499;1.067067732;6.459301696;1.099808736;-0.042347611;3.480885109;-1.107602648;-1.960159719;0.982579218;4.380951309;-1.382951355;-2.495300707;-1.305197744;-0.934870977;0.690790103;-0.384905122;-0.663164894;-0.725959945;0.129227197;-0.093905047;1.13032922;-1.044966578;0;0.008790676;0.2750578;1.7524045;0.321890651;2.26512768;-0.30978504;-0.048452451;-0.437760144;0;0.051763362;-0.752897083;-0.377964992;0.241562827;-1.101219482;-0.589316027;0.332819834;-2.962319613;-2.962319613;-3.780553162;0.335862193;-4.368200449;1.706919904;0.646355494;0.646355494;0.781012688;0.903433416;0.453085315;-0.145916689;-0.521724205;1.48268093;0.029302279;0.153026964;0.153026964;-0.194734205;0.53681241;0;0;0;4.806888732;4.806888732;4.806888732;4.806888732;-0.410426902;-0.473986058;-1.010887743;-1.010887743;-1.010887743;-0.5135012;-0.169562363;1.446941975;0.04040388;0.372998991;-2.987108381;0.131035571;0.53301703;0.414381338;-0.9016166;0.139272684;-2.445022971;0.258560423;-1.409317721;-2.080806755;-0.310743;0.570514282;0.155038032;-0.645900321;-0.009195413;0;0.309284291;-2E-14;-5.096769819;0.049974696;1.161186585;0;0.604393263;0.562783109;0.659565041;0.333748591;0.063943355;0.063943355;-0.607206676;6E-14;1.767849134;0.525956654;0.525956654;0.516771189;0.537606176;-0.265958521;-0.282879823;0.519507309;0.869343319;-1.253316435;0.428785365;1.043190593;-0.357268748;-0.001394513;0.612274306;-3.945862776;-2.080310846;2.53225358;-7.105328102;-2.173248703;-0.234576293;-0.234576293;0.510065061;0.510065061;0.510065061;0.430368589;0.41157928;0.41157928;0.41157928;0.058067519;0.68871365;0.80990492;0.973472051;0.393301458;0.393301458;0;1.7E-13;1.550262008;1.706225851;1.706225851;1.706225851;1.003728377;0.110025728;0.110025728;0.110025728;4.736143093;4.736143093;4.736143093;0.012955405;0.019991259;0.019991259;0.019991259;-0.032676707;-0.032676707;-0.032676707;1.468744982;-0.903530524;-0.865392854;-1.25148717;-1.932071219;-0.165455739;-0.522140087;-0.345802378;-0.77030549;0;0;0;-1.938705404;-1.938705404;-1.938705404;-0.163850474;-0.163850474;-0.163850474;-0.135297896;0.022840708;-0.408563329;3.393736021;4.067372225;4.067372225;13.74700017;-0.24050252;0.119590796;1.111706627;-0.004061088;-0.675344084;-0.675344084;-0.095101246;-5.307304489;-0.096804506;0.505696489;0;0;0;-0.461683476;-0.461683476;-0.461683476;-0.461683476;0.383709492;0;0;0;0.469432913;0.469432913;0.555045176;0.434483751;0.116048156;1.819152937;0.214445244;0.243298525;-0.404895513;1.658023257;-0.119953906;0.298410674;0.269493114;-0.097135134;-0.008758312;0.629470946;1.100267075;0.069436321;0.623563405;1.97080395;0.099746165;-2.714427616;0.878387967;0.242182878;3.721966673;3.721966673;3.721966673;0.49524192;-0.043298568;-0.009573022;-0.009573022;0.615568457;-0.007540862;-0.659729316;0.057661927;0.306062235;1.521067054;-0.754584303;-0.53681187;-0.334553229;-0.596862912;-0.554665038;0.355162287;-0.173251483;-0.355970784;-0.030251964;-0.898704967;-0.898704967;-1.177147045;-0.599652986;-0.212162594;-0.212162594;-0.544277034;2.667306775;1.371656495;1.645890882;1.645890882;0.987182046;1.81994545;1.544664364;1.544664364;1.544664364;0.814815252;0.814815252;0.720289234;0.525284729;1.893992624;0.771596872;0.771596872;0.771596872;0.771596872;1.546527541;2.618827624;2.742381564;2.742381564;2.742381564;-0.031228679;-0.031228679;-0.031228679;0.104698002;0.104698002;0.104698002;0.426616331;-0.500708925;-0.500708925;-0.459855755;-0.512343459;-0.506501435;0.035929912;0.035929912;0;0;0;-1.8E-13;0.279774982;2.097812079;2.097812079;0.298720711;0.379741049;2.590677613;2.975665547;0.345362466;0.345362466;2E-14;0;1.436869465;1.083886807;1.25552387;1.25552387;1.369915916;2.401489735;0;0;-0.656411945;-0.656411945;-0.656411945;-0.153566075;0;0;0;0;-2.177060784;-2.177060784;-2.177060784;-2.177060784;0.027749056;0.027749056;-0.016342648;-0.032887584;0;0.110580185;0;0.119566017;0.345153999;0.46363213;-0.943275451;-0.943275451;0.679800817;0.298360773;-2.03492175;-1.9E-13;-1.9E-13;-1.9E-13;2.008364497;2.008364497;-0.14609975;3.690592799;-0.132251661;0.76234634;0.76234634;-2.929790848;1.067403189;1.489138616;1.489138616;1.489138616;-0.72567503;-0.72567503;-0.72567503;-0.72567503;-0.446770543;-1.862405677;-1.862405677;-0.175536549;-2.363049302;-2.812041675;0.027006533;0.027006533;0.494841469;-0.402739364;3.227790825;3.227790825;3.227790825;0;0;0;0.345048407;0.345048407;0.345048407;0.858784683;0.955462717;0.955462717;0;3.853437977;0;0;0.99254538;0.99254538;2.010658318;0.895919423;0.631929133;0;0;0;0.105492406;-0.10443107;-0.10443107;-0.792894342;0;0.689162923;0.689162923;0.689162923;0;0;0;0;0;0.223014681;0.223014681;0.223014681;0.223014681;0.151084798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.295309162;1.295309162;1.295309162;1.92925079;1.106878659;0.848935044;0.864127526;0.864127526;0.864127526;0.669725336;1.039502241;0;0.931741739;1.43538323;1.191048893;1.058068602;-4E-14;1.783246441;0.169380201;0.169380201;0.169380201;0.241877137;0;0.395386332;-0.088776564;0.580258583;0.580258583;0.119215843;0.846791791;0.554668793;0.164366705;-0.821659231;-0.821659231;-0.821659231;-0.210398972;-0.210398972;0.059186186;0.11886297;0.135378317;0.172301123;0.978406317;1.979517282;0.486010156;-1.125588608;0.55695074;-0.247613036;-1.819159422;-1.679947973;0.104377278;-1.410487999;2.14146772;0.292516428;-0.037124983;0.053784431;-0.10923803;0.28088003;0.28088003;-0.001762269;0.49916162;-0.334205555;-0.334205555;-0.262537816;-1.932557155;0;0.154161905;0.154161905;0.154161905;0.154161905;0.033124205;1.506830112;1.506830112;1.506830112;0;0;0;0;0;0;0;0;0;0;2.244898827;2.244898827;2.244898827;1.865150041;4.117063492;0
