nivelIngresos,Frecuencia,sumValTot
7.4875881741314,1,36.43
6.47697236288968,4,180.35
6.59379767511809,14,1547.18
6.62007320653036,13,1856.8
5.42934562895444,7,339.34
6.04106390759927,3,601.55
7.25323680976094,18,17886.05
5.06259503302697,5,228.74
5.47227067367148,6,308.99
5.04342511691925,10,421.53
6.70827942496811,10,1628.56
7.06390396147207,5,9903.44
7.37775890822787,3,424.4
5.01063529409626,4,307.8
7.50108212425987,7,4922.12
6.5510803350434,6,280.93
6.67446037661155,15,1599.03
5.28826703069454,17,1665.85
6.86127145316858,12,2438.8
6.91075078796194,15,2175.65
5.01063529409626,7,368.63
6.90775527898214,31,2844.34
7.03262426102801,23,6210.39
9.00944742959679,1,0.07
6.92969288050004,19,3701.32
6.92755790627832,4,587.64
7.43838353004431,1,0.02
7.14619721104037,6,1577.48
6.83418408581372,36,2207.96
6.75773439313784,11,1495.73
6.53480576255065,14,1561.54
6.39686298632716,6,93.27
5.06259503302697,11,257.04
6.21460809842219,2,1.02
6.91869521902047,69,3209.4
7.02997291170639,23,2184.89
6.90775527898214,1,0.02
6.87638844323264,8,1983.32
6.42971947803914,10,1079.44
7.71868549519847,1,0.02
6.78897174299217,15,1421.61
6.5916874493357,14,30529.74
6.99017362413155,8,767.51
6.70663003578437,6,989.6
6.55863742247744,30,1709.57
7.24250460367118,10,1856.64
6.86119811980029,14,1902.24
6.75773439313784,20,5628.56
5.01063529409626,58,4587.21
6.74271552782271,11,2141.07
3.91202300542815,2,1.02
6.75773439313784,14,5895.14
7.09007683577609,11,1071.55
7.4833006574619,14,2890.91
5.29831736654804,30,781.6
7.43285060454434,4,211.87
7.01266469290888,15,3423.9
6.72595758494812,22,1894.39
6.70827942496811,11,1198.9
7.13687294965599,32,2567.28
6.99668148817654,4,216.51
6.09713001626276,17,866.05
7.08127151581435,19,1921.37
6.69332366826995,10,1158.82
7.31588350450979,18,2543.44
6.60222147499891,1,0.08
6.94017406523764,8,1660.92
6.70827942496811,13,1737.33
5.06259503302697,28,698.72
6.79635433438846,11,1919.19
7.84384863815247,1,0.02
6.92969288050004,14,1187.05
6.72595758494812,38,15659.25
6.99393297522319,4,2123.33
6.69410403285127,17,552.9
6.68461172766793,14,1496.94
7.23327489691321,6,300.77
7.24422751560335,2,19.71
6.5510803350434,4,238.61
6.81790715495482,39,3992.94
6.75693238924755,43,2079.21
7.35173572331864,15,3921.09
6.81234509417748,10,1370.62
6.92969288050004,18,1906.39
7.63395031358828,1,0.02
7.52026707627106,27,2682.67
6.91146837689402,9,1603.34
7.23993259132047,15,2259.72
5.06259503302697,8,241.96
5.01063529409626,3,19.71
7.22596170679646,11,346.77
6.8174147300807,1,0.02
6.6022621946509,13,3273.21
6.69410403285127,19,1085.41
7.3132203870903,1,0.02
7.29096796148717,24,2268.18
6.69410403285127,23,1618.03
6.11809719804135,6,947.08
6.70808408385307,9,1810.21
8.35208267135264,7,1726.57
5.06259503302697,8,305.75
7.20785987143248,2,31.55
7.11916627221931,25,24.2
5.06259503302697,8,344.68
6.75773439313784,17,1429.05
6.5510803350434,2,0.04
5.07517381523383,10,878.92
7.49554194388426,1,0.02
6.67265300634813,23,3112.31
7.16470491074813,37,5302.99
6.60934924316738,11,2267.58
6.72595758494812,15,1532.08
6.54427149311407,11,1168.92
6.86693328446188,23,1434.12
8.08641027532378,1,0.63
7.63046126178363,5,236.69
6.84331275323686,24,1985.17
6.96080303340421,12,2207
6.78938832287739,14,1691.02
6.75773439313784,25,2639.52
7.23176445906891,14,4727.51
6.99117688712121,19,3082.44
7.11294664986684,16,3098.75
6.68461172766793,21,2477.62
7.00664993595635,11,1858.47
6.5510803350434,8,396.52
7.10455485495675,16,15245.29
7.49707964989703,4,585.99
6.92969288050004,21,2455.3
8.53699581871242,6,4258.93
6.91146837689402,5,343.66
6.72595758494812,49,3714.99
6.69410403285127,22,2464
5.01063529409626,1,0.02
6.4353808415904,17,2256.58
6.77308037565554,3,20.71
7.27931883541462,9,95.8
7.05617528410041,35,4381.31
6.75773439313784,22,2073.02
6.15439089360018,6,888.92
5.7037824746562,5,46.13
6.55961523749324,1,0.02
7.25134498337221,17,1703.22
6.5792512120101,4,529.02
5.18178355029209,9,221.44
6.69410403285127,15,1505.01
6.72503364216684,19,434.38
6.46528899272949,15,1436.67
7.34438308040415,3,542.94
8.27145887957221,4,211.36
6.89368678010326,30,3166.36
5.18178355029209,8,281.04
5.06259503302697,6,227.81
6.54681410475344,20,2004.77
7.3132203870903,2,65.42
6.82897177817476,32,1889.63
6.48884012314957,12,1382.79
7.74066440191724,33,2250.21
7.01266469290888,18,2620.44
6.82008186471236,16,1701.13
6.68326081559697,5,160.4
7.5766456269858,34,5474.04
6.93342302573072,15,19067.48
6.6682282484174,31,3227.07
6.85435450225502,49,2374.42
6.67203294546107,13,1814.79
6.83454997622286,13,4987.05
7.03943245360648,23,3078.68
6.92969288050004,15,2450.93
6.74423584915078,9,1660.22
6.72595758494812,12,2141.06
6.41673228251233,14,1997.95
6.75773439313784,16,1978.22
7.2398106326643,16,61595.03
7.54171492961427,13,1818.63
5.01063529409626,5,257.55
6.75773439313784,15,1503.86
6.5510803350434,4,152.1
5.18178355029209,25,339.87
7.1183565031212,30,5791.09
6.75773439313784,12,1840.28
7.58877926973977,4,1612.61
6.75773439313784,25,3898.43
7.82728874749814,3,752.62
6.91146837689402,23,2524.41
5.75820752663427,8,2094.22
5.01063529409626,10,418.88
6.70808408385307,16,5588.33
6.69410403285127,14,3555.04
8.16337131645991,2,19.73
5.99146454710798,1,0.02
7.10354407735268,12,2369.16
7.27586460054653,14,2820.82
7.04677781763094,8,217.71
6.91146837689402,8,1823.16
6.65437156835537,15,1308.93
6.72503364216684,16,8062.02
6.69410403285127,16,1573.31
6.70827942496811,11,1223.46
6.73340189183736,42,2161.47
8.88239587064031,3,766.62
6.56927101959997,10,2124.77
6.99668148817654,6,1195.42
6.74405918631135,12,2050.61
7.43838353004431,15,2057.03
6.98471632011827,25,14568.43
7.12092121907107,19,3932.26
6.84587987526405,6,181.33
7.43573296156569,6,398.78
7.14672493424211,1,0.02
7.64969262371151,2,1.59
6.29972100779537,6,241.68
5.06259503302697,10,384.55
7.84384863815247,1,0.02
6.69410403285127,18,2426.02
6.70827942496811,19,9021.77
5.01063529409626,12,348.76
7.3132203870903,5,1192.1
6.75773439313784,18,5022.37
7.74066440191724,1,0.02
6.7093043402583,8,633.75
8.92585319042092,8,546.35
6.70827942496811,16,1617.09
7.37775890822787,1,0.05
6.86119811980029,24,1875.53
6.84331275323686,15,2058.82
6.86526522736119,5,1120.96
6.74423584915078,11,1558.41
7.1183565031212,27,2302.12
6.5069493002547,1,0.03
7.64969262371151,2,20.02
6.53973045384782,16,1787.79
6.78938832287739,33,1974.93
7.72533003791714,49,16943.48
6.72595758494812,17,5561.08
6.87638844323264,5,736.21
6.55393340402581,59,6298.88
7.35411277913259,7,722.16
7.49554194388426,34,4205.9
7.37943250697988,12,3052.48
5.06259503302697,6,1410.58
6.17378610390194,33,41246.21
6.82130374525102,4,226.74
5.81886557246215,10,447.09
6.74523634948436,29,2416.19
7.09174211509515,16,2162.39
5.06259503302697,22,1406.81
6.71481352702601,15,1948.9
6.69410403285127,12,1618.68
6.8134445995109,2,1910.35
6.91146837689402,59,3657.64
6.34249106870204,11,1412.57
7.36898931752662,19,2030.47
7.83568995623934,4,609.33
5.01063529409626,12,1489.15
9.42076335888101,14,3798.31
6.82190322971235,5,223.43
7.32900843077091,20,2389.16
5.29831736654804,3,40.02
6.69410403285127,17,2009.93
7.28499236563375,2,155.79
6.90775527898214,10,330.14
6.84161547647759,18,1621.21
5.96998551543086,16,3559.68
6.54391184556479,13,2919.7
7.24279792279376,15,1163.21
7.35354946014473,22,2194.78
6.69038254442835,22,9888.39
6.91075078796194,26,2697.34
6.75693238924755,32,5716.47
7.62559507213245,1,0.02
6.78938832287739,21,1807.01
6.74523634948436,12,1525.48
7.09007683577609,33,6913.93
6.75773439313784,27,5732.55
6.70071880934916,38,6525.86
7.18703716848043,29,2303.67
6.86693328446188,2,19.71
7.37946370423702,7,2447.56
7.33302301438648,12,2424.13
7.81197342962202,5,452.04
6.39871140029857,1,0.02
6.3394594280616,28,1331.94
6.80350525760834,23,3128.83
6.44163211099849,1,0.01
4.60517018598809,4,402.66
7.70356283309502,20,4070.9
6.73455598751743,7,258.26
6.5510803350434,8,1225.86
6.75693238924755,2,19.71
6.18620862390049,4,1413.29
6.97406722666885,25,2231.07
5.7037824746562,1,0.02
6.72595758494812,34,11471.3
7.39878627541995,11,1228.62
6.87638844323264,14,3113.35
6.93576919918732,1,0.02
7.43838353004431,11,3035.34
6.47697236288968,2,19.71
5.63478960316925,7,333.05
7.58069975222456,25,2827.31
6.74423584915078,22,2990.37
5.86929691313377,2,19.72
8.3707791729607,18,1115.61
6.59216743727665,23,1581.05
5.01063529409626,3,157.81
7.50988306115491,4,1094.33
7.10203010989355,12,2576.89
5.01063529409626,24,9938.74
6.89368678010326,23,2050.73
6.80903930604298,67,6384.97
6.91146837689402,21,2401.58
6.69410403285127,19,2035.52
7.1297381569756,10,2810.74
4.78749174278205,16,1632.39
6.99448328249196,4,202.32
7.17349844391517,48,2917.97
6.85646198459459,17,1939.95
6.63358155655515,10,1647.15
7.45182223652793,3,585.4
8.10335512774413,57,76413.15
6.91146837689402,23,1892.2
7.80791662892641,1,0.07
7.59085212368858,9,2471.48
6.91146837689402,16,2155.28
6.96318998587024,2,19.71
6.91146837689402,10,366.83
6.78826203174725,3,993.43
7.49554194388426,13,4265.15
7.56008046502183,5,1906.66
5.01063529409626,17,1501.62
7.585555291928,12,5096.15
7.14016774091666,25,5883.32
7.43072486543468,34,11677.42
5.06259503302697,11,275.13
5.01063529409626,7,308.16
7.78322401633604,1,0.03
6.69410403285127,20,2013.86
5.06259503302697,15,397.68
7.02609815789703,11,2129.38
5.01063529409626,22,2372.7
4.78749174278205,29,2354.89
6.89368678010326,4,166.14
7.29805937083135,15,5400.64
5.01063529409626,11,426.76
6.70827942496811,18,1764.58
7.01266469290888,13,2051.47
6.70827942496811,27,8969.9
7.38539220038327,14,1487.85
6.68461172766793,8,1113.18
7.10056332650023,36,6938.16
5.55295958492162,37,1416.46
7.31696669424366,42,7906.89
6.41017488196617,1,0.02
7.41457288135059,11,2171.75
6.21460809842219,2,0.04
6.4723462945009,10,5941.35
6.68884027474789,65,5726.91
5.01063529409626,2,19.71
6.77992190747225,1,0.03
7.32852927250496,8,3048.63
6.48779055771017,8,1313.56
7.01481435127555,5,126.94
6.72503364216684,19,5673.18
6.89368678010326,26,36546.47
7.28578067133152,27,3030.51
7.47816969415979,11,249.5
5.06259503302697,32,4179.63
7.74932246466036,29,10907.62
6.73340189183736,1,0.02
6.72595758494812,21,1427.95
6.84331275323686,23,1883.96
7.41672718567579,22,1978.76
6.83666735726641,2,19.71
6.17991312862531,6,707.22
6.92675366139145,16,2188.21
5.01063529409626,6,212.8
4.78749174278205,26,1757.64
6.94215670569947,13,1913.1
7.66778510606967,4,30.53
6.89030388536838,14,5764.44
7.65917136766606,2,1.11
6.86066367144829,16,2201.22
7.45138685447331,18,1873.35
5.55295958492162,13,303.33
6.15909538849193,5,131.48
6.70705791649776,17,2161.4
6.87484978280258,17,3949.02
6.70827942496811,18,1431.29
7.54235661307422,34,4313.39
6.73460355050868,15,1325.12
6.92951677076365,9,3197.1
6.92969288050004,6,254.83
6.10924758276437,2,0.33
5.01063529409626,4,177.81
6.77377807271176,16,1606.41
6.72438517265221,23,1768.55
6.74423584915078,6,5526.07
6.93412453400221,5,107.63
7.03051258906321,53,41684.71
6.87757438328058,22,1503.13
5.29831736654804,14,1979.64
7.47647238116391,13,2591.58
6.92969288050004,17,2728.47
6.70827942496811,28,2263.12
7.61671183027384,32,1630.24
7.07749805356923,1,0.02
8.24275634571448,1,0.02
6.86693328446188,59,3718.04
6.80239476332431,2,19.71
7.26117593346029,13,2636.38
7.04222498125644,20,643.51
5.98090903316847,3,489.76
5.01063529409626,6,355.85
7.39237654805125,8,901.81
6.80793494369993,6,917.81
6.51336363315509,9,1682.24
6.74423584915078,32,3740.5
6.72503364216684,13,1455.99
5.01063529409626,6,938.16
7.6490638546491,2,19.71
6.7093043402583,9,1440.39
5.56068163101553,7,271.18
7.69621263934641,1,0.02
7.26857860646718,11,7076.7
5.01063529409626,16,994.82
6.91075078796194,12,2079.77
6.9915356084216,8,1923.53
6.92127349478305,29,3614.5
6.74423584915078,30,5902.41
7.34601020991329,1,1.6
6.80239476332431,24,3866.81
7.2214632211833,12,1072.13
6.6451819926711,46,7609.45
5.01063529409626,6,316.86
6.62449010432655,13,1885.17
6.70827942496811,25,4057.64
6.62007320653036,7,1372.67
6.86855696557798,6,1470.09
8.03915739047324,1,0.02
7.86326672400957,3,25.34
5.07517381523383,12,1665.46
7.34185967285499,28,4732.11
6.52209279817015,11,4489.52
6.34892917916096,19,1010.36
6.4903289194747,12,3002.27
5.18178355029209,10,339.65
7.0475172213573,4,940.64
6.57646956904822,7,246.59
7.24422751560335,1,0.02
7.11476944836646,10,2775.17
7.02108396428914,2,100.14
6.68200834179781,10,1402.62
6.70827942496811,26,1665.15
6.74423584915078,26,1450.93
6.59939419532196,20,1486.04
6.89487265315112,19,2392.92
6.74423584915078,26,2572.78
7.25203977740792,7,5271.53
7.17011954344963,1,0.02
6.51225040266823,9,2717.52
7.60090245954208,25,3563.86
6.47850964220857,12,23636.02
6.75693238924755,16,5897.91
6.89770494312864,3,76.53
4.60517018598809,1,0.02
6.58281430110661,8,1468.4
6.86119811980029,17,2025.67
6.4831073514572,13,1012.78
6.64509096950564,22,2323.05
5.01063529409626,13,1064.81
7.02553831463852,14,2120.53
7.14726024930355,46,2557.53
6.92969288050004,20,1844.44
7.09826819480238,17,4568.87
6.81326875987619,42,3109.12
6.92969288050004,12,2396.35
6.39692965521615,3,430.3
6.75773439313784,10,1568.56
6.86037012732021,2,272.86
7.01266469290888,25,8847.57
7.60322974930117,9,2618.93
6.69410403285127,8,246.14
6.98515141063784,23,4233.68
6.69410403285127,4,308.22
7.6731161386551,10,1243.91
6.64065984013875,10,65.34
6.72595758494812,18,1393.35
7.77239475767229,11,2824.08
6.71182554958128,1,0.06
6.69579891705849,7,745.87
7.90100705199242,3,21.03
6.09368263049331,3,550.37
7.33372864772165,13,3099.94
6.76838975802163,19,1600.49
6.68461172766793,8,285.8
6.32861512503227,7,4415.02
6.72583764060216,54,2613.63
6.20528477096131,3,200.72
5.01063529409626,10,349.29
5.06259503302697,3,157.81
6.56526497003536,8,1315.01
5.16478597392351,21,1678.62
5.04985600724954,1,0.02
7.00306545878646,1,0.02
5.42934562895444,13,372.1
7.15315335120396,12,3400.95
6.24982079017793,6,670.61
6.83617334447646,40,1988.84
7.07665381544395,10,2410.16
7.09007683577609,1,0.02
6.90775527898214,4,100084.17
6.78897174299217,8,2240.7
5.01063529409626,19,527.04
5.01063529409626,4,317.8
5.01063529409626,11,3239.25
6.70827942496811,19,2376.61
6.97986196418208,11,3417.55
7.11720550316434,14,15690.67
5.87773578177964,18,1547.96
6.98702845987665,1,0.04
6.53048396424475,2,0.04
7.01266469290888,7,680.68
6.90775527898214,12,1671.28
6.78445706263764,14,5249.3
6.74423584915078,12,1657.98
6.91075078796194,43,4895.2
7.13648320859025,14,3006.13
7.78322401633604,4,523.97
7.60090245954208,1,0.02
7.25732705504976,20,3987.54
6.86171134048073,7,227.13
6.75773439313784,19,8991.38
6.52445764676899,15,2532.76
6.43454651878745,12,1130.98
7.49554194388426,2,176.02
7.02328689320136,15,1773.82
6.89368678010326,14,1453.25
5.01063529409626,2,19.71
7.42100995022219,22,2689.52
7.63359711654663,2,700.28
6.85805019640247,67,4992.25
5.19295685089021,4,178.97
6.72503364216684,10,1014.47
6.80239476332431,1,0.02
5.19295685089021,4,178.98
6.68835471394676,21,4543.09
6.70808408385307,35,2222.16
6.74874782409354,5,180.61
5.01063529409626,1,0.02
7.38249144210285,12,909.65
6.69410403285127,69,6517.6
7.01031186730723,47,3081.63
7.5522372875608,1,0.02
6.80740441625479,6,111.83
7.09340462586877,25,1834.89
5.01063529409626,2,19.71
7.4899708988348,15,1983.37
5.55295958492162,4,226.88
5.7037824746562,4,11.38
7.09007683577609,26,2961.93
7.0919417623856,14,848.95
5.06259503302697,12,518.33
5.06259503302697,10,274.35
6.83632372203182,16,1446.16
5.00394630594546,4,66.12
7.09589322109753,16,2815.46
7.41127225956355,9,31591.68
6.95749737087695,9,1723.72
6.75773439313784,38,2332.17
5.01063529409626,10,422.85
6.98193467715639,6,3979.18
7.89785393800101,10,2194.42
6.42971947803914,5,16630.01
5.62762111369064,7,251.55
7.45622922649872,7,2400.08
5.19295685089021,19,1624.92
6.41275379056303,6,734.58
7.26682734752059,8,1612.65
6.94988521777025,17,2406.18
7.52294091807237,16,35040.82
7.55039306834844,13,1231.52
7.23792915105334,10,2623.54
7.27219003753231,23,1389.12
6.74722261085467,37,2913.36
6.68461172766793,1,0.02
6.89871453432999,24,2645.23
6.68461172766793,6,973.02
8.34414847140249,32,13103.75
7.33432935030054,24,2266
5.01063529409626,7,348.16
7.03085747611612,1,0.05
8.21608809863232,4,93.9
7.5076900778199,17,2158.99
7.3011747960451,37,6055.53
5.01063529409626,3,20.02
6.61740297797448,11,1888.63
6.31144438585893,8,545.13
6.74423584915078,16,1439.97
6.87638844323264,25,6065.51
6.47697236288968,12,1724.65
9.5468126085974,6,1401.38
6.60665018619822,9,974.73
6.70827942496811,10,1642.52
7.51838460789206,29,2002.69
7.2524720076162,40,2735.98
7.05301512363527,7,1573.28
6.84432547632235,11,1570.94
6.77368659918757,10,1283.64
6.87729607149743,14,1811.34
5.04342511691925,17,471.01
6.69332366826995,4,237.62
7.17349844391517,24,2308.75
6.86380339145295,19,1177.38
6.84331275323686,7,163.18
6.5510803350434,3,819.59
5.07517381523383,1,0.02
7.22596170679646,8,271.37
5.01063529409626,1,0.02
6.39692965521615,1,0.02
7.84834439940912,43,4587.97
6.91146837689402,17,2666.01
5.81687303637594,11,857.96
6.9924364431334,5,1348.8
7.42202695827242,1,0.02
7.60090245954208,1,0.02
6.78938832287739,20,910.9
6.32938216723044,12,1198.78
7.12004008696147,20,3104.35
6.3279367837292,3,1.38
6.70827942496811,12,935.69
6.68461172766793,19,1889.11
6.89365635460264,12,2070.67
5.19295685089021,13,334.28
5.85793315448346,1,0.02
6.31880593843457,11,815.3
7.66434663209862,11,2806.11
6.68461172766793,12,458.23
5.01063529409626,7,295.58
5.01063529409626,9,286.04
6.97599319889819,23,2366.16
6.52306291568924,18,1126.39
6.79000724271327,15,1590.65
6.41966914218564,15,1290.54
6.71780469502369,14,2822.68
6.92969288050004,2,19.71
5.92500418040771,9,865.35
6.87638844323264,9,2190.28
6.75773439313784,29,1274.87
7.71868549519847,1,8.68
7.13089883029635,9,802.1
6.77368659918757,37,1426.69
7.00306545878646,1,0.02
7.10055508006372,16,2882.37
6.92969288050004,26,2147.32
6.75925527066369,14,1160.84
5.19295685089021,4,278.77
5.55295958492162,11,303.87
6.51100211147599,10,521.53
6.83248201275231,13,933.95
6.75773439313784,42,2307.11
6.70827942496811,27,1361.35
7.1183565031212,15,1898.35
6.99025650049388,2,5000.16
7.91205688817901,6,2001.44
5.06259503302697,5,182.83
6.68354866281466,6,1684.83
6.72503364216684,34,2075.35
6.75773439313784,16,1907.37
5.01063529409626,7,1432.43
6.84331275323686,29,1851.1
5.01063529409626,5,212.8
