NOM_PROV,COD_PROV,NOM_CANT,COD_CANT,PRODUCCION,CONSUMO_INTERMEDIO,VAB,YEAR,TIPO
GUAYAS,09,Balao,0903,170575.920513603,60807.5861358608,109768.334377742,2013,Definitivo
GUAYAS,09,Balzar,0904,171910.535247164,59032.4971618003,112878.038085364,2013,Definitivo
GUAYAS,09,Colimes,0905,75334.011627577,29878.5355560126,45455.4760715644,2013,Definitivo
GUAYAS,09,Daule,0906,527993.341654798,175654.934872267,352338.406782532,2013,Definitivo
GUAYAS,09,Durán,0907,2771519.31689541,1618079.08656806,1153440.23032735,2013,Definitivo
GUAYAS,09,El Empalme,0908,228024.244930072,92763.5506244111,135260.694305661,2013,Definitivo
GUAYAS,09,El Triunfo,0909,280317.587192317,101330.330613476,178987.256578842,2013,Definitivo
GUAYAS,09,Milagro,0910,750565.420686677,290567.64459967,459997.776087007,2013,Definitivo
GUAYAS,09,Naranjal,0911,462913.460912361,173425.650795694,289487.810116667,2013,Definitivo
GUAYAS,09,Naranjito,0912,139768.772948008,48144.2812035012,91624.4917445064,2013,Definitivo
GUAYAS,09,Palestina,0913,65023.964729807,29368.4064651854,35655.5582646216,2013,Definitivo
GUAYAS,09,Pedro Carbo,0914,98717.8958724667,37209.927272135,61507.9686003317,2013,Definitivo
GUAYAS,09,Samborondón,0916,896482.925075833,314020.970007092,582461.955068741,2013,Definitivo
GUAYAS,09,Santa Lucía,0918,81928.9379328097,32636.1634467759,49292.7744860339,2013,Definitivo
GUAYAS,09,Salitre (Urbina Jado),0919,88686.4557081906,30578.9903423476,58107.465365843,2013,Definitivo
GUAYAS,09,Yaguachi,0920,254359.928833016,101446.876167187,152913.052665829,2013,Definitivo
GUAYAS,09,Playas (General Villamil),0921,161338.08885598,58552.4761961299,102785.61265985,2013,Definitivo
GUAYAS,09,Simón Bolívar,0922,162404.876482652,64136.0668755942,98268.809607058,2013,Definitivo
GUAYAS,09,Coronel Marcelino Maridueña,0923,511351.471208218,255162.934758172,256188.536450046,2013,Definitivo
GUAYAS,09,Lomas De Sargentillo,0924,45730.1599461088,17898.5820984281,27831.5778476807,2013,Definitivo
GUAYAS,09,Nobol,0925,48094.8278087121,17322.7799443517,30772.0478643604,2013,Definitivo
GUAYAS,09,General Antonio Elizalde,0927,42260.4061627375,14656.0084289852,27604.3977337523,2013,Definitivo
GUAYAS,09,Isidro Ayora,0928,42940.5013635973,15007.5880643178,27932.9132992795,2013,Definitivo
IMBABURA,10,Ibarra,1001,1691573.06903402,671572.571835698,1020000.49719832,2013,Definitivo
IMBABURA,10,Antonio Ante,1002,255432.266910871,113409.985112283,142022.281798588,2013,Definitivo
IMBABURA,10,Cotacachi,1003,166993.065170493,65483.1868075539,101509.878362939,2013,Definitivo
IMBABURA,10,Otavalo,1004,804124.055684311,375988.672815763,428135.382868548,2013,Definitivo
IMBABURA,10,Pimampiro,1005,29082.0437971666,10702.0040382799,18380.0397588867,2013,Definitivo
IMBABURA,10,San Miguel De Urcuquí,1006,68266.4311396538,27277.6495549997,40988.7815846541,2013,Definitivo
LOJA,11,Loja,1101,2026902.70290621,806697.892391631,1220204.81051458,2013,Definitivo
LOJA,11,Calvas,1102,71401.8391228273,25352.2252062275,46049.6139165998,2013,Definitivo
LOJA,11,Catamayo,1103,158488.017685766,73040.5767284967,85447.4409572694,2013,Definitivo
LOJA,11,Celica,1104,42305.2630011423,17078.0138245795,25227.2491765628,2013,Definitivo
LOJA,11,Chaguarpamba,1105,25540.2248492757,9688.11488227991,15852.1099669958,2013,Definitivo
LOJA,11,Espíndola,1106,35666.4109642932,12698.7941275718,22967.6168367214,2013,Definitivo
LOJA,11,Gonzanamá,1107,42218.5950368985,16107.851921281,26110.7431156176,2013,Definitivo
LOJA,11,Macará,1108,80207.2266492331,29332.0016403947,50875.2250088383,2013,Definitivo
LOJA,11,Paltas,1109,63985.7614311022,22967.5885264268,41018.1729046754,2013,Definitivo
LOJA,11,Puyango,1110,49050.2911769056,17617.3804585864,31432.9107183191,2013,Definitivo
LOJA,11,Saraguro,1111,80297.2309019873,29656.7158473892,50640.5150545981,2013,Definitivo
LOJA,11,Sozoranga,1112,19346.2438290155,7587.27985478157,11758.9639742339,2013,Definitivo
LOJA,11,Zapotillo,1113,30910.2921298171,11007.4006885973,19902.8914412198,2013,Definitivo
LOJA,11,Pindal,1114,21855.4497505291,7994.90660693624,13860.5431435928,2013,Definitivo
LOJA,11,Quilanga,1115,21863.2568276276,8647.39044927934,13215.8663783483,2013,Definitivo
LOJA,11,Olmedo,1116,17998.2243724193,7023.16135459963,10975.0630178197,2013,Definitivo
LOS RÍOS,12,Babahoyo,1201,1161442.849192,455278.864701736,706163.984490262,2013,Definitivo
LOS RÍOS,12,Baba,1202,217389.785749561,69815.9408555085,147573.844894052,2013,Definitivo
LOS RÍOS,12,Montalvo,1203,129756.152770545,46834.9320866947,82921.2206838506,2013,Definitivo
LOS RÍOS,12,Puebloviejo,1204,238915.011180664,84673.0312777097,154241.979902954,2013,Definitivo
LOS RÍOS,12,Quevedo,1205,1330141.99728697,553904.649013706,776237.348273269,2013,Definitivo
LOS RÍOS,12,Urdaneta,1206,113105.346238878,40190.7821955815,72914.5640432965,2013,Definitivo
LOS RÍOS,12,Ventanas,1207,348961.690123188,122526.161663701,226435.528459487,2013,Definitivo
LOS RÍOS,12,Vinces,1208,225927.238029256,76523.4627114108,149403.775317845,2013,Definitivo
LOS RÍOS,12,Palenque,1209,76733.5406627602,25898.9860771757,50834.5545855845,2013,Definitivo
LOS RÍOS,12,Buena Fé,1210,334574.159955073,113744.462157655,220829.697797418,2013,Definitivo
LOS RÍOS,12,Valencia,1211,380527.884857544,119510.366101096,261017.518756448,2013,Definitivo
LOS RÍOS,12,Mocache,1212,186720.223637237,59713.6815794595,127006.542057777,2013,Definitivo
LOS RÍOS,12,Quinsaloma,1213,32249.507556426,10621.0960258671,21628.4115305589,2013,Definitivo
MANABÍ,13,Portoviejo,1301,2118951.0987816,823857.684532622,1295093.41424898,2013,Definitivo
MANABÍ,13,Bolívar,1302,126522.985175349,46463.4909651325,80059.4942102162,2013,Definitivo
MANABÍ,13,Chone,1303,425683.662924858,163326.27483593,262357.388088928,2013,Definitivo
MANABÍ,13,El Carmen,1304,260952.440348565,99166.37872012,161786.061628445,2013,Definitivo
MANABÍ,13,Flavio Alfaro,1305,72479.4613828295,27591.0615870049,44888.3997958246,2013,Definitivo
MANABÍ,13,Jipijapa,1306,165357.396288086,58397.367952276,106960.02833581,2013,Definitivo
MANABÍ,13,Junín,1307,193811.153113417,82719.9462766654,111091.206836752,2013,Definitivo
MANABÍ,13,Manta,1308,3064869.11730144,1313124.03724659,1751745.08005485,2013,Definitivo
MANABÍ,13,Montecristi,1309,1532634.93536497,864408.285316222,668226.650048746,2013,Definitivo
MANABÍ,13,Paján,1310,76204.7950123936,28440.362469594,47764.4325427997,2013,Definitivo
MANABÍ,13,Pichincha,1311,58381.0676513611,22280.5328735311,36100.53477783,2013,Definitivo
MANABÍ,13,Rocafuerte,1312,64911.567304497,22876.1235235455,42035.4437809515,2013,Definitivo
MANABÍ,13,Santa Ana,1313,88826.6387458565,31770.5579538621,57056.0807919943,2013,Definitivo
MANABÍ,13,Sucre,1314,271997.323601502,122104.846624149,149892.476977353,2013,Definitivo
MANABÍ,13,Tosagua,1315,177967.239220314,71164.1263271788,106803.112893135,2013,Definitivo
MANABÍ,13,24 De Mayo,1316,47334.3227291552,17498.4438294415,29835.8788997137,2013,Definitivo
MANABÍ,13,Pedernales,1317,179399.465812112,67699.7101227063,111699.755689406,2013,Definitivo
MANABÍ,13,Olmedo,1318,18963.0632338536,7109.64595518276,11853.4172786708,2013,Definitivo
MANABÍ,13,Puerto López,1319,64456.1040026067,24958.4636725784,39497.6403300283,2013,Definitivo
MANABÍ,13,Jama,1320,44919.3673846991,18175.1426212103,26744.2247634888,2013,Definitivo
MANABÍ,13,Jaramijó,1321,175459.110707622,93044.2855355489,82414.8251720727,2013,Definitivo
MANABÍ,13,San Vicente,1322,70343.3333368545,27210.7841901491,43132.5491467054,2013,Definitivo
MORONA SANTIAGO,14,Morona,1401,244794.617426103,96261.906669647,148532.710756456,2013,Definitivo
MORONA SANTIAGO,14,Gualaquiza,1402,65963.8945457563,26166.1984302279,39797.6961155284,2013,Definitivo
MORONA SANTIAGO,14,Limón-Indanza,1403,41605.625765221,17147.2677331251,24458.358032096,2013,Definitivo
MORONA SANTIAGO,14,Palora,1404,21887.6271349238,8098.3015685537,13789.3255663701,2013,Definitivo
MORONA SANTIAGO,14,Santiago,1405,40281.4023542245,15990.3123377434,24291.0900164811,2013,Definitivo
MORONA SANTIAGO,14,Sucúa,1406,85814.0979477604,33842.8353082629,51971.2626394975,2013,Definitivo
MORONA SANTIAGO,14,Huamboya,1407,24911.8966296463,10699.6522599455,14212.2443697008,2013,Definitivo
MORONA SANTIAGO,14,San Juan Bosco,1408,19013.1978720776,8172.14752832802,10841.0503437496,2013,Definitivo
MORONA SANTIAGO,14,Taisha,1409,34054.2774615001,11545.1564713324,22509.1209901676,2013,Definitivo
MORONA SANTIAGO,14,Logroño,1410,17826.8597474052,6589.19354441682,11237.6662029884,2013,Definitivo
MORONA SANTIAGO,14,Pablo VI,1411,9906.66993373197,4415.32220927095,5491.34772446102,2013,Definitivo
MORONA SANTIAGO,14,Tiwintza,1412,17783.2666298489,6441.03848470813,11342.2281451408,2013,Definitivo
NAPO,15,Tena,1501,314732.616791116,113270.150788023,201462.466003093,2013,Definitivo
NAPO,15,Archidona,1502,72452.4680554943,25575.2611217227,46877.2069337716,2013,Definitivo
NAPO,15,El Chaco,1503,39498.0863940663,14391.3940967067,25106.6922973596,2013,Definitivo
NAPO,15,Quijos,1504,45675.1821072594,18263.2119376282,27411.9701696313,2013,Definitivo
NAPO,15,Carlos Julio Arosemena Tola,1505,13920.2989480524,5426.9634116462,8493.33553640619,2013,Definitivo
PASTAZA,16,Pastaza,1601,401978.712663667,160688.414974948,241290.297688719,2013,Definitivo
PASTAZA,16,Mera,1602,39368.0703361542,14494.4338646888,24873.6364714653,2013,Definitivo
PASTAZA,16,Santa Clara,1603,25652.6382656509,9583.42652085711,16069.2117447938,2013,Definitivo
PASTAZA,16,Arajuno,1604,25312.0468019065,8255.73964837468,17056.3071535318,2013,Definitivo
PICHINCHA,17,Quito,1701,38180932.1450457,17240672.4392556,20940259.7057901,2013,Definitivo
PICHINCHA,17,Cayambe,1702,826676.490039572,328854.710628465,497821.779411107,2013,Definitivo
PICHINCHA,17,Mejía,1703,723414.138287728,320007.13650552,403407.001782208,2013,Definitivo
PICHINCHA,17,Pedro Moncayo,1704,428765.997653203,166990.314015091,261775.683638112,2013,Definitivo
PICHINCHA,17,Rumiñahui,1705,1335867.04934166,632261.161291943,703605.888049714,2013,Definitivo
PICHINCHA,17,San Miguel De Los Bancos,1707,85983.2942196558,33710.0017002275,52273.2925194284,2013,Definitivo
PICHINCHA,17,Pedro Vicente Maldonado,1708,47508.1792208131,16859.618201384,30648.561019429,2013,Definitivo
PICHINCHA,17,Puerto Quito,1709,108850.887216259,41758.2831589985,67092.6040572603,2013,Definitivo
TUNGURAHUA,18,Ambato,1801,3467422.36775597,1568830.10872994,1898592.25902603,2013,Definitivo
TUNGURAHUA,18,Baños,1802,286683.887628339,154269.876272391,132414.011355948,2013,Definitivo
TUNGURAHUA,18,Cevallos,1803,51753.3059090902,24514.7389976579,27238.5669114323,2013,Definitivo
TUNGURAHUA,18,Mocha,1804,19122.5918408862,8489.31259562553,10633.2792452607,2013,Definitivo
TUNGURAHUA,18,Patate,1805,46384.069655438,21681.7703586504,24702.2992967876,2013,Definitivo
TUNGURAHUA,18,Quero,1806,43182.681349874,18818.2939688629,24364.3873810111,2013,Definitivo
TUNGURAHUA,18,San Pedro De Pelileo,1807,289537.225110895,140268.419414873,149268.805696022,2013,Definitivo
TUNGURAHUA,18,Santiago De Píllaro,1808,162755.93885509,72830.5145468039,89925.4243082862,2013,Definitivo
TUNGURAHUA,18,Tisaleo,1809,33355.9948724247,15119.2798349595,18236.7150374652,2013,Definitivo
ZAMORA CHINCHIPE,19,Zamora,1901,166293.424028476,60979.5441204423,105313.879908033,2013,Definitivo
ZAMORA CHINCHIPE,19,Chinchipe,1902,24054.5664649417,8411.86632577673,15642.7001391649,2013,Definitivo
ZAMORA CHINCHIPE,19,Nangaritza,1903,17994.8588211619,7016.27144195185,10978.5873792101,2013,Definitivo
ZAMORA CHINCHIPE,19,Yacuambí,1904,13920.8921782039,5185.44708084448,8735.4450973594,2013,Definitivo
ZAMORA CHINCHIPE,19,Yanzatza,1905,89533.4349250604,35164.953764792,54368.4811602684,2013,Definitivo
ZAMORA CHINCHIPE,19,El Pangui,1906,30520.6621530516,11764.7340957239,18755.9280573277,2013,Definitivo
ZAMORA CHINCHIPE,19,Centinela Del Cóndor,1907,18152.5424866122,6647.32802477363,11505.2144618386,2013,Definitivo
ZAMORA CHINCHIPE,19,Palanda,1908,20254.7477961651,8193.36036067159,12061.3874354935,2013,Definitivo
ZAMORA CHINCHIPE,19,Paquisha,1909,10017.4536883528,3292.82742856688,6724.62625978595,2013,Definitivo
GALÁPAGOS,20,San Cristóbal,2001,97804.1925068228,35496.0321336266,62308.1603731962,2013,Definitivo
GALÁPAGOS,20,Isabela,2002,18182.1998628924,6999.87836433195,11182.3214985604,2013,Definitivo
GALÁPAGOS,20,Santa Cruz,2003,194420.993627418,79567.383688491,114853.609938927,2013,Definitivo
SUCUMBÍOS,21,Lago Agrio,2101,578766.30071234,207329.745886279,371436.554826061,2013,Definitivo
SUCUMBÍOS,21,Gonzalo Pizarro,2102,31797.1527081798,11444.8518977842,20352.3008103956,2013,Definitivo
SUCUMBÍOS,21,Putumayo,2103,20120.8240024792,7265.2613723494,12855.5626301298,2013,Definitivo
SUCUMBÍOS,21,Shushufindi,2104,177036.19685895,68531.987867215,108504.208991735,2013,Definitivo
SUCUMBÍOS,21,Sucumbíos,2105,9834.82819467696,3425.68218744911,6409.14600722785,2013,Definitivo
SUCUMBÍOS,21,Cascales,2106,41790.6966823179,13036.2365940626,28754.4600882553,2013,Definitivo
SUCUMBÍOS,21,Cuyabeno,2107,39668.5491769693,14316.4847938516,25352.0643831177,2013,Definitivo
ORELLANA,22,Orellana,2201,279158.463310613,106073.405915174,173085.057395439,2013,Definitivo
ORELLANA,22,Aguarico,2202,21291.5744800875,7595.85281776727,13695.7216623202,2013,Definitivo
ORELLANA,22,La Joya De Los Sachas,2203,179637.790944972,61716.045381445,117921.745563527,2013,Definitivo
ORELLANA,22,Loreto,2204,83752.1166313857,29246.4461025949,54505.6705287908,2013,Definitivo
SANTO DOMINGO,23,Santo Domingo,2301,2594671.00719061,1131859.47009885,1462811.53709177,2013,Definitivo
SANTO DOMINGO,23,La Concordia,2302,199011.218820394,74778.5333094354,124232.685510958,2013,Definitivo
SANTA ELENA,24,Santa Elena,2401,509679.99825556,208968.851183836,300711.147071725,2013,Definitivo
SANTA ELENA,24,La Libertad,2402,509193.94854945,191943.366508396,317250.582041054,2013,Definitivo
SANTA ELENA,24,Salinas,2403,471494.105172632,181892.753080756,289601.352091876,2013,Definitivo
AZUAY,01,Cuenca,0101,7301132.84902149,3351407.86344798,3949724.98557351,2014,Definitivo
AZUAY,01,Girón,0102,41798.3152810381,17382.6212866522,24415.6939943859,2014,Definitivo
AZUAY,01,Gualaceo,0103,143955.012988932,57108.8289015344,86846.1840873976,2014,Definitivo
AZUAY,01,Nabón,0104,31517.3971681414,13013.7138305446,18503.6833375968,2014,Definitivo
AZUAY,01,Paute,0105,137949.159689491,62882.5704889504,75066.5892005402,2014,Definitivo
AZUAY,01,Pucará,0106,19426.6372340663,7265.79531303303,12160.8419210333,2014,Definitivo
AZUAY,01,San Fernando,0107,19127.3727574583,9173.55444162277,9953.81831583549,2014,Definitivo
AZUAY,01,Santa Isabel,0108,68646.3254730453,29152.7561891227,39493.5692839226,2014,Definitivo
AZUAY,01,Sigsig,0109,63829.5770747921,24624.6579500771,39204.919124715,2014,Definitivo
AZUAY,01,Oña,0110,11297.7571567725,5132.1027076882,6165.65444908433,2014,Definitivo
AZUAY,01,Chordeleg,0111,31990.086121252,12995.1899099637,18994.8962112883,2014,Definitivo
AZUAY,01,El Pan,0112,12983.0235323199,5759.81690953328,7223.20662278664,2014,Definitivo
AZUAY,01,Sevilla De Oro,0113,380430.574564281,248115.793765495,132314.780798786,2014,Definitivo
AZUAY,01,Guachapala,0114,16607.0410585041,7825.81134612798,8781.22971237615,2014,Definitivo
AZUAY,01,Camilo Ponce Enríquez,0115,62038.5845414007,23612.4004337571,38426.1841076437,2014,Definitivo
BOLÍVAR,02,Guaranda,0201,476752.943149778,195651.939762701,281101.003387077,2014,Definitivo
BOLÍVAR,02,Chillanes,0202,48873.2645093277,18719.0176359111,30154.2468734166,2014,Definitivo
BOLÍVAR,02,Chimbo,0203,58265.0599679884,23560.1987839415,34704.8611840469,2014,Definitivo
BOLÍVAR,02,Echeandía,0204,49425.6866802543,19077.3216300886,30348.3650501657,2014,Definitivo
BOLÍVAR,02,San Miguel,0205,77638.4165267524,29689.9440449386,47948.4724818137,2014,Definitivo
BOLÍVAR,02,Caluma,0206,77321.2737913745,32744.9275968499,44576.3461945246,2014,Definitivo
BOLÍVAR,02,Las Naves,0207,25161.6259771795,10608.7352802003,14552.8906969792,2014,Definitivo
CAÑAR,03,Azogues,0301,620351.591699473,264819.447453822,355532.14424565,2014,Definitivo
CAÑAR,03,Biblián,0302,116022.821372397,50167.9138567285,65854.9075156689,2014,Definitivo
CAÑAR,03,Cañar,0303,244974.965232078,104489.502874663,140485.462357415,2014,Definitivo
CAÑAR,03,La Troncal,0304,586935.976784532,284288.98590924,302646.990875292,2014,Definitivo
CAÑAR,03,El Tambo,0305,83759.5779344671,36979.6080004207,46779.9699340464,2014,Definitivo
CAÑAR,03,Déleg,0306,28331.5006199212,12199.8036433567,16131.6969765644,2014,Definitivo
CAÑAR,03,Suscal,0307,19713.0945200804,8300.14874863777,11412.9457714426,2014,Definitivo
CARCHI,04,Tulcán,0401,693941.212596266,291905.331618154,402035.880978111,2014,Definitivo
CARCHI,04,Bolívar,0402,66330.4792779126,28400.6303969455,37929.8488809672,2014,Definitivo
CARCHI,04,Espejo,0403,86673.4124020739,34478.8063136289,52194.606088445,2014,Definitivo
CARCHI,04,Mira,0404,48556.9380309594,19051.3235826605,29505.6144482989,2014,Definitivo
CARCHI,04,Montúfar,0405,154201.616952631,62423.2597425158,91778.357210115,2014,Definitivo
CARCHI,04,San Pedro de Huaca,0406,45639.1286936086,22439.0181918167,23200.1105017919,2014,Definitivo
COTOPAXI,05,Latacunga,0501,1868991.3944362,809561.584898257,1059429.80953794,2014,Definitivo
COTOPAXI,05,La Maná,0502,200688.076425407,78165.5543790614,122522.522046346,2014,Definitivo
COTOPAXI,05,Pangua,0503,61809.8578368217,23266.4967646507,38543.361072171,2014,Definitivo
COTOPAXI,05,Pujilí,0504,187984.40246676,72273.0646391329,115711.337827627,2014,Definitivo
COTOPAXI,05,Salcedo,0505,339606.346617585,149974.898795247,189631.447822338,2014,Definitivo
COTOPAXI,05,Saquisilí,0506,66055.6985152957,26926.2931381263,39129.4053771694,2014,Definitivo
COTOPAXI,05,Sigchos,0507,33657.3011903452,12164.6386931514,21492.6624971938,2014,Definitivo
CHIMBORAZO,06,Riobamba,0601,2274283.79437485,1030208.85104428,1244074.94333057,2014,Definitivo
CHIMBORAZO,06,Alausí,0602,107934.278765831,41111.0801014502,66823.1986643805,2014,Definitivo
CHIMBORAZO,06,Colta,0603,85461.6221702021,32111.5575539764,53350.0646162257,2014,Definitivo
CHIMBORAZO,06,Chambo,0604,44944.7358558233,19332.0376072945,25612.6982485289,2014,Definitivo
CHIMBORAZO,06,Chunchi,0605,47052.1366461977,18085.7319555436,28966.4046906541,2014,Definitivo
CHIMBORAZO,06,Guamote,0606,99651.7454974421,38582.9766745714,61068.7688228707,2014,Definitivo
CHIMBORAZO,06,Guano,0607,134583.685552494,58201.4567043841,76382.2288481099,2014,Definitivo
CHIMBORAZO,06,Pallatanga,0608,28209.7756868021,10987.4825086789,17222.2931781232,2014,Definitivo
CHIMBORAZO,06,Penipe,0609,25353.0816704167,10105.3443488214,15247.7373215953,2014,Definitivo
CHIMBORAZO,06,Cumandá,0610,64266.22054579,26823.7641981553,37442.4563476347,2014,Definitivo
EL ORO,07,Machala,0701,3359699.83396337,1398840.68232211,1960859.15164126,2014,Definitivo
EL ORO,07,Arenillas,0702,163085.604350886,74386.1084925138,88699.4958583726,2014,Definitivo
EL ORO,07,Atahualpa,0703,25623.6651487835,12674.6471110314,12949.018037752,2014,Definitivo
EL ORO,07,Balsas,0704,59815.5881263038,26113.1437777308,33702.444348573,2014,Definitivo
EL ORO,07,Chilla,0705,10935.6713063274,4881.4473881196,6054.22391820782,2014,Definitivo
EL ORO,07,El Guabo,0706,520151.079920146,235129.479223498,285021.600696647,2014,Definitivo
EL ORO,07,Huaquillas,0707,240944.115992617,92352.1535981023,148591.962394514,2014,Definitivo
EL ORO,07,Marcabelí,0708,25798.1842179869,11866.2745890056,13931.9096289813,2014,Definitivo
EL ORO,07,Pasaje,0709,419633.72633353,173228.84471473,246404.8816188,2014,Definitivo
EL ORO,07,Piñas,0710,151351.555479539,60806.5584670583,90544.9970124807,2014,Definitivo
EL ORO,07,Portovelo,0711,64764.0565726912,23281.8321451512,41482.2244275401,2014,Definitivo
EL ORO,07,Santa Rosa,0712,545713.335335556,234094.758118546,311618.57721701,2014,Definitivo
EL ORO,07,Zaruma,0713,133551.86895566,51412.6015023065,82139.2674533531,2014,Definitivo
EL ORO,07,Las Lajas,0714,17163.3247593122,7888.24449923777,9275.08026007441,2014,Definitivo
ESMERALDAS,08,Esmeraldas,0801,1277200.0492968,526404.008547763,750796.040749038,2014,Definitivo
ESMERALDAS,08,Eloy Alfaro,0802,140789.661741959,40467.8339816284,100321.827760331,2014,Definitivo
ESMERALDAS,08,Muisne,0803,90756.4029528161,26483.1074890204,64273.2954637957,2014,Definitivo
ESMERALDAS,08,Quinindé,0804,1228386.16494393,439942.815680501,788443.349263431,2014,Definitivo
ESMERALDAS,08,San Lorenzo,0805,104088.550720352,31693.4881582419,72395.0625621096,2014,Definitivo
ESMERALDAS,08,Atacames,0806,243107.126021651,92280.5782226,150826.547799051,2014,Definitivo
ESMERALDAS,08,Rioverde,0807,102434.972261604,28187.7898903366,74247.1823712673,2014,Definitivo
GUAYAS,09,Guayaquil,0901,37266748.9352882,17247502.3925118,20019246.5427764,2014,Definitivo
GUAYAS,09,Alfredo Baquerizo Moreno,0902,85277.781445612,35641.5520649684,49636.2293806435,2014,Definitivo
GUAYAS,09,Balao,0903,158797.613195163,59109.9893087469,99687.6238864157,2014,Definitivo
GUAYAS,09,Balzar,0904,164676.416257548,57918.7744312173,106757.64182633,2014,Definitivo
GUAYAS,09,Colimes,0905,77342.6114184129,31730.4743681775,45612.1370502355,2014,Definitivo
GUAYAS,09,Daule,0906,478239.162433331,168600.747162562,309638.415270769,2014,Definitivo
GUAYAS,09,Durán,0907,2911422.11639968,1642834.81357607,1268587.30282361,2014,Definitivo
GUAYAS,09,El Empalme,0908,233639.077037918,98473.4398001329,135165.637237785,2014,Definitivo
GUAYAS,09,El Triunfo,0909,252800.13727678,94890.0385637582,157910.098713022,2014,Definitivo
GUAYAS,09,Milagro,0910,773841.878630945,305592.292722691,468249.585908254,2014,Definitivo
GUAYAS,09,Naranjal,0911,521528.220771733,210617.673722526,310910.547049206,2014,Definitivo
GUAYAS,09,Naranjito,0912,127221.306801453,45075.3520260356,82145.9547754176,2014,Definitivo
GUAYAS,09,Palestina,0913,72110.2974819923,31980.4807171907,40129.8167648016,2014,Definitivo
GUAYAS,09,Pedro Carbo,0914,97818.4716294419,37659.2642751092,60159.2073543327,2014,Definitivo
GUAYAS,09,Samborondón,0916,972462.32704257,355145.622038657,617316.705003912,2014,Definitivo
GUAYAS,09,Santa Lucía,0918,85389.0346397772,34948.2068571728,50440.8277826044,2014,Definitivo
GUAYAS,09,Salitre (Urbina Jado),0919,91543.9226776768,32069.9962980013,59473.9263796756,2014,Definitivo
GUAYAS,09,Yaguachi,0920,276321.19176726,114586.821485155,161734.370282105,2014,Definitivo
GUAYAS,09,Playas (General Villamil),0921,149558.202972944,56229.8004620219,93328.402510922,2014,Definitivo
GUAYAS,09,Simón Bolívar,0922,169847.946903525,69422.2700168345,100425.676886691,2014,Definitivo
GUAYAS,09,Coronel Marcelino Maridueña,0923,520475.991215165,270278.118205377,250197.873009788,2014,Definitivo
GUAYAS,09,Lomas De Sargentillo,0924,47853.7280086642,19131.6881293661,28722.0398792981,2014,Definitivo
GUAYAS,09,Nobol,0925,50483.1071385225,18418.6565433458,32064.4505951767,2014,Definitivo
GUAYAS,09,General Antonio Elizalde,0927,43465.7599678988,15356.1140598179,28109.6459080808,2014,Definitivo
GUAYAS,09,Isidro Ayora,0928,42949.3529373495,15451.8164964759,27497.5364408736,2014,Definitivo
IMBABURA,10,Ibarra,1001,1940520.91683513,789719.413820543,1150801.50301458,2014,Definitivo
IMBABURA,10,Antonio Ante,1002,255338.808865098,110432.345404924,144906.463460174,2014,Definitivo
IMBABURA,10,Cotacachi,1003,151933.419833744,59991.0002765086,91942.4195572351,2014,Definitivo
IMBABURA,10,Otavalo,1004,785355.723773927,365909.296052998,419446.42772093,2014,Definitivo
IMBABURA,10,Pimampiro,1005,28880.3207271583,11021.5070331006,17858.8136940577,2014,Definitivo
IMBABURA,10,San Miguel De Urcuquí,1006,71565.8778263495,29237.3102234419,42328.5676029076,2014,Definitivo
LOJA,11,Loja,1101,2032636.73655524,821672.594624971,1210964.14193027,2014,Definitivo
LOJA,11,Calvas,1102,78853.0921245352,26668.4655167695,52184.6266077657,2014,Definitivo
LOJA,11,Catamayo,1103,178224.995296427,81531.0865295705,96693.9087668564,2014,Definitivo
LOJA,11,Celica,1104,39689.7770639762,15187.9247995577,24501.8522644185,2014,Definitivo
LOJA,11,Chaguarpamba,1105,23112.1415480283,8384.94191974288,14727.1996282855,2014,Definitivo
LOJA,11,Espíndola,1106,37816.0166721791,13212.9981090631,24603.018563116,2014,Definitivo
LOJA,11,Gonzanamá,1107,40439.4937306712,14895.3413654389,25544.1523652323,2014,Definitivo
LOJA,11,Macará,1108,80630.876112719,29058.8508462431,51572.0252664758,2014,Definitivo
LOJA,11,Paltas,1109,62879.3347326872,22036.4191388962,40842.9155937909,2014,Definitivo
LOJA,11,Puyango,1110,44638.4836990236,15755.3470011864,28883.1366978372,2014,Definitivo
LOJA,11,Saraguro,1111,78058.2379087423,27432.3905549357,50625.8473538066,2014,Definitivo
LOJA,11,Sozoranga,1112,16746.5701415544,6346.04435715191,10400.5257844025,2014,Definitivo
LOJA,11,Zapotillo,1113,27995.3849500413,10063.2865365618,17932.0984134795,2014,Definitivo
LOJA,11,Pindal,1114,20894.6807951588,7568.49635251384,13326.1844426449,2014,Definitivo
LOJA,11,Quilanga,1115,17916.8044727103,6772.07967476581,11144.7247979445,2014,Definitivo
LOJA,11,Olmedo,1116,18562.3546560742,6918.89328691828,11643.4613691559,2014,Definitivo
LOS RÍOS,12,Babahoyo,1201,1355212.70592073,555680.617477053,799532.08844368,2014,Definitivo
LOS RÍOS,12,Baba,1202,218395.346026454,71140.7454983974,147254.600528056,2014,Definitivo
LOS RÍOS,12,Montalvo,1203,139169.491581233,51796.2025782981,87373.2890029346,2014,Definitivo
LOS RÍOS,12,Puebloviejo,1204,236994.388533963,83964.3387826782,153030.049751285,2014,Definitivo
LOS RÍOS,12,Quevedo,1205,1545673.00948813,637572.061497572,908100.947990561,2014,Definitivo
