NOM_PROV,COD_PROV,NOM_CANT,COD_CANT,A,B,C-J,D-E,F,G,I,H-J,K,L-M-N,O,P,Q,R-S-T-U,TOTAL,YEAR,TIPO
BOLÍVAR,02,Caluma,0206,11854.1466514683,0,30.5214062906073,167.587753346503,1834.96428070329,2019.29889838871,0,1948.50237604672,302.93108913477,1624.58615888057,1196.91833755276,2714.740391857,0,130.037257672955,23824.2346013422,2007,Definitivo
BOLÍVAR,02,Las Naves,0207,17833.5390263771,0,23.5976828246144,79.5110785321742,432.376640855374,375.170287132329,0,926.480812499311,0,0,85.0684404110742,960.623610651563,0,22.8681245484883,20739.235703832,2007,Definitivo
CAÑAR,03,Azogues,0301,5260.18382817527,1504.80324188704,9792.84706332902,1621.38662868122,26459.4096243455,23059.0853807732,3591.60086843472,21381.1565995919,8526.08491475902,20505.1912615158,18640.2191469879,15426.5422775928,11001.6247295348,2025.44089768601,168795.576463294,2007,Definitivo
CAÑAR,03,Biblián,0302,4482.66607448606,0,1426.60776157818,430.392561811824,6584.5216947621,4296.02081641795,979.3165794881,6814.06317937881,1563.2193761674,1898.61200302733,1552.6854295761,2855.22912500383,0,231.72909208581,33115.0636937835,2007,Definitivo
CAÑAR,03,Cañar,0303,9423.88641764433,0,721.667446143201,1132.37847651955,18540.336631315,8669.50109277131,974.227425510028,19128.177885243,3164.94687796605,9480.78826160937,3026.04290911541,13205.7230712876,2792.29054049107,1167.54806991129,91427.5151055272,2007,Definitivo
CAÑAR,03,La Troncal,0304,74581.0249463524,0,33565.6477668028,2140.28639663883,17294.0201296264,21533.729862045,2857.64960299971,14552.9351103356,1327.46917915591,15704.5549019392,9371.24854609834,11241.7437593404,3406.5944593991,255.593621504557,207832.498282238,2007,Definitivo
CAÑAR,03,El Tambo,0305,1282.08797581664,0,13.7753073417845,176.313827546352,3783.06690335578,1954.36175837044,293.251651576722,2712.37068378102,562.767596432463,4127.01537392376,988.625244339913,2474.58317378463,0,40.2255703310925,18408.4450666006,2007,Definitivo
CAÑAR,03,Déleg,0306,2624.42998341421,0,22.4909732008058,134.045214584909,1621.31438715248,1114.22453907095,0,2045.12267572072,0,30.9939405585062,664.91155751646,804.354878737951,0,30.3300085492878,9092.21815850628,2007,Definitivo
CAÑAR,03,Suscal,0307,850.200822860793,0,14.8634068704636,89.4413191394078,1941.16552475399,679.259879433628,23.4601321261378,1452.88358594801,56.6201365297181,1019.35626725754,648.906638939292,615.954357427436,0,23.6227836402811,7415.73485492669,2007,Definitivo
CARCHI,04,Tulcán,0401,13867.2189871077,351.700189493588,10111.8261239858,1800.6540479301,26495.775568651,37704.2285913445,6292.01358745898,25722.0275915437,4816.00133478529,11858.2196749893,31063.7826585135,11872.9623944528,7443.75785558737,2068.72397773583,191468.89258358,2007,Definitivo
CARCHI,04,Bolívar,0402,15006.1353589311,0,48.7347363947103,239.035891128772,1096.91727341877,2010.75609975497,0,4632.0147749374,0,55.5362984901086,2061.04138071743,6514.33486280971,0,59.1595729858591,31723.6662495688,2007,Definitivo
CARCHI,04,Espejo,0403,9832.91199016098,0,88.0298439793628,243.393316227473,1331.97097486565,1934.20447159171,351.647682861515,4504.36203254761,337.803687124245,517.435756663939,3770.00977348383,2116.13777479203,768.006762878062,57.5292064829034,25853.4432736593,2007,Definitivo
CARCHI,04,Mira,0404,11011.2484677537,0,72.4527362467422,233.018494563898,1436.43928661982,1148.27442244891,0,4305.82519522502,87.5951504680162,547.235721707412,2998.07587333621,1770.89334289743,0,360.720356710313,23971.7790479775,2007,Definitivo
CARCHI,04,Montúfar,0405,15948.2786101746,0,130.266471939692,538.453244339551,5092.83019801573,6369.09546318326,158.448847916614,9524.24475551554,834.176878325468,6942.4436752287,5334.90048990473,5057.41612340977,1358.78119586119,362.024314103304,57651.3602679182,2007,Definitivo
CARCHI,04,San Pedro de Huaca,0406,3570.76086196963,0,1619.50748571053,117.857974098214,1253.61974105002,1117.6537711836,105.632565277743,2285.47506086345,16.6611181648479,446.999475652094,147.378793678242,1010.20690515554,0,29.1898310433043,11720.9435838472,2007,Definitivo
COTOPAXI,05,Latacunga,0501,107330.031838569,391.411755754453,38383.9496756099,2655.87395987557,40357.7366535285,55728.010795933,3292.33923630655,50196.9918486572,10131.3135836757,36269.4672047208,39476.2688707531,35947.697288513,16458.1575969835,4439.59374442309,441058.844053303,2007,Definitivo
COTOPAXI,05,La Maná,0502,27781.082290748,0,61.5188099418213,1165.11570306657,5914.75341036169,10053.4169260607,144.931585576945,11196.6503557217,976.458374581074,3494.00832203778,3683.6196304164,7271.9384229841,4008.2597837672,2061.24204099182,77812.9956562559,2007,Definitivo
COTOPAXI,05,Pangua,0503,16764.5217197547,0,73.4375776030625,353.379224088144,1055.49471632717,1747.08769751664,0,6929.99887465774,21.4012208398952,0,1832.53393754189,4319.05357051709,910.968132674364,72.2289278915968,34080.1055994123,2007,Definitivo
COTOPAXI,05,Pujilí,0504,25582.2211936657,0,17.1334902859658,1026.08125424501,27333.3301539442,6998.56767718656,25.5761621606373,21172.2574314642,186.000254404145,1360.95731024763,4978.86771709698,13617.2713813714,2793.63560686805,1696.73990836792,106788.639541308,2007,Definitivo
COTOPAXI,05,Salcedo,0505,33671.0323213726,0,4154.46755479062,888.100096702395,27154.095202115,12336.8911973763,265.238016089066,17886.8231823676,1386.76547667471,7154.05863759635,4942.40173263908,8524.00448464996,2064.86110072856,1188.49931155404,121617.238314656,2007,Definitivo
COTOPAXI,05,Saquisilí,0506,4221.63159286452,0,2479.95426720746,326.520296474887,6123.86085416235,7606.47246082539,62.8747319782334,7256.86838679574,259.298520365234,3112.38426661087,2087.66065737967,4366.53252820717,0,186.308294099407,38090.3668569709,2007,Definitivo
COTOPAXI,05,Sigchos,0507,5004.57953438958,0,18.706117197703,324.764811009969,2399.75685504573,1082.99003471792,38.364243240956,7224.60752246927,0,1067.02858795585,1902.63312295615,4350.45094576376,0,172.938939563269,23586.8207143102,2007,Definitivo
CHIMBORAZO,06,Riobamba,0601,17812.6062427016,615.198099870209,50199.7807093409,6053.2787863906,69370.5777244779,77874.1234674132,20183.8314198662,51094.0123713725,19325.5817981103,48702.1327443791,66852.8862821621,46618.8835805929,26452.8101867624,7265.32833584686,508421.031749287,2007,Definitivo
CHIMBORAZO,06,Alausí,0602,15895.9119189957,0,36.668850321519,981.501958082892,8435.46225129651,3385.26023171243,1746.33409772754,11318.2786561291,1290.70568748353,956.355580375251,3603.05032283501,11874.4785571766,2329.50383249376,1287.6084384556,63141.1203830855,2007,Definitivo
CHIMBORAZO,06,Colta,0603,9899.37211332066,0,14.5715101192259,964.844614146759,8780.77357152502,7357.35729531291,123.230199154529,11814.7386953651,0,441.14361961199,3920.30423656929,7297.76993317723,1294.16879582986,377.531318076224,52285.8059022088,2007,Definitivo
CHIMBORAZO,06,Chambo,0604,11111.7040816677,0,18.3738149226963,231.40894729735,2639.16509031791,1905.03001396495,117.678231053908,2786.0933306544,36.9297751684751,2263.49230717734,1185.37327959053,1559.86333598128,0,43.5969810430099,23898.7091888395,2007,Definitivo
CHIMBORAZO,06,Chunchi,0605,4429.47902657149,0,16.0780678751058,287.787649850414,4304.05895570538,1537.1621491993,59.6013447826322,3296.98534777518,119.142629385168,1018.85749984096,2154.81956592058,2802.76123172195,776.501277497919,79.380828163739,20882.6155742898,2007,Definitivo
CHIMBORAZO,06,Guamote,0606,10896.3557055268,0,14.2060922743125,762.650085445088,8558.78772280669,2378.00298294935,122.597235776948,9306.2204060277,0,1893.557502364,2490.020420134,8238.07552319892,776.501277497919,300.094309085322,45737.0692630871,2007,Definitivo
CHIMBORAZO,06,Guano,0607,17977.7405370748,0,464.338445293153,826.973059721538,19115.4480840783,7370.49543334025,1062.01105475241,10013.8683883108,168.058971177675,2862.91977422658,3750.27350622392,5370.2569457474,310.600510999168,519.500614869571,69812.4853258156,2007,Definitivo
CHIMBORAZO,06,Pallatanga,0608,7204.44352440896,0,21.5023716659064,244.222288786683,2441.84433590162,1502.12711445972,491.942204051563,2854.4046926423,0,1122.91103173961,1269.83301682144,2012.23883303114,0,175.995791468792,19341.4652049777,2007,Definitivo
CHIMBORAZO,06,Penipe,0609,4662.81963953259,0,143.54477138556,142.996891020954,1405.91037521609,451.076072272161,0,1714.03790678091,0,5019.49902315264,1467.68937827441,879.787128877902,0,118.572534265336,16005.9337207785,2007,Definitivo
CHIMBORAZO,06,Cumandá,0610,7143.57589634126,0,30.4646549059633,211.932668233564,5081.00942621953,2364.86484492201,0,2483.02179507428,0,1904.39641193677,953.726433014373,879.787128877902,0,38.854496702667,21091.6337562283,2007,Definitivo
EL ORO,07,Machala,0701,80647.0245988988,0,21913.9804602273,3770.20967542421,81479.7387183424,158906.172720877,14565.7637090317,43662.8499079304,17791.2532256471,87903.4736117942,71139.8303736785,49016.7345990982,33889.2378411783,15911.6034003427,680597.872842471,2007,Definitivo
EL ORO,07,Arenillas,0702,21090.4797230804,0,2732.84264678751,427.95299177905,5612.26173445187,8228.15133829785,545.221871900281,4508.15109829497,90.4124615512076,1367.64274803825,3124.36998080671,5358.43105418257,1414.3181121519,2698.638812817,57198.8745741396,2007,Definitivo
EL ORO,07,Atahualpa,0703,2042.94266263269,0,933.822319933415,93.5723381753196,1201.86102152698,555.166461035722,0,1098.85532656755,52.7628952491264,268.519888475465,5955.395051065,673.777541033809,0,72.4152144988436,12949.0907201939,2007,Definitivo
EL ORO,07,Balsas,0704,3904.00392439792,0,878.998182395064,103.065184077164,1824.25333624631,2021.97468966694,115.104467457018,1072.66732872795,117.70332539694,704.690795403229,647.122119065144,1611.17345255265,0,3837.35563436961,16838.1124397559,2007,Definitivo
EL ORO,07,Chilla,0705,1435.43952637659,0,563.728858688901,48.0454241562718,482.890589006375,210.378869445116,0,534.512644646653,0,23.652010901984,800.884329944935,477.614459467004,0,26.1134824095523,4603.26019504338,2007,Definitivo
EL ORO,07,El Guabo,0706,84634.852369731,0,1456.79674595324,9418.84045011945,5741.03255818691,13312.3073498881,456.648837827669,8238.98692296687,1083.55100475416,2011.11657404811,3816.72125804169,9126.62305582159,2175.87401869524,3726.62924632296,145199.980392357,2007,Definitivo
EL ORO,07,Huaquillas,0707,10084.2093691106,0,303.740315331853,707.313885461888,17641.6028516996,35746.8762332159,2560.78971892637,8079.95120098732,1391.51535159895,1773.24602706822,3817.27848134504,8782.36847789408,815.952757010714,2245.02718442387,93949.8718540743,2007,Definitivo
EL ORO,07,Marcabelí,0708,1443.81451833851,0,566.591747629611,89.3102440969407,1459.40266899705,1203.83464182483,64.5737277534858,988.72699128182,0,992.420892457338,1046.30242350178,877.694104085468,0,44.6120870022553,8777.28404696907,2007,Definitivo
EL ORO,07,Pasaje,0709,33805.8295075241,1072.79164580724,2615.55943826533,1157.15854227988,18929.3110890499,30890.6306635245,1615.43603178041,12627.6444417156,2425.94672686954,19326.1475899943,7972.56148773051,16445.1342293752,5548.47874767286,2928.45229770094,157361.08243929,2007,Definitivo
EL ORO,07,Piñas,0710,4625.24184567985,2757.71372670503,2470.36943885422,444.613904994531,9936.81523155341,9607.30170466027,356.881890152472,4662.33076769499,1156.26491272631,5580.48327810928,3960.00548064493,4106.24379437866,1251.12756074976,2903.38355758945,53818.7770944931,2007,Definitivo
EL ORO,07,Portovelo,0711,1000.75339420899,24400.1261254885,785.11964704154,221.241428977671,2081.79498371637,3523.84606320569,0,2211.06479772881,339.903595777909,981.558452432335,1725.46656326816,2119.80183795907,0,142.211687919129,39532.8885777242,2007,Definitivo
EL ORO,07,Santa Rosa,0712,94387.2745483563,460.787855963227,9515.2175018978,2125.04136116994,18092.3007347722,26490.2059776308,2834.45165351879,12111.86228559,2025.71005299678,9675.0037355275,7289.84111726046,14695.1734582437,4950.11339253167,3403.46473682641,208056.448412286,2007,Definitivo
EL ORO,07,Zaruma,0713,4591.74262917683,12116.2554812976,2244.76674496124,446.357488935686,4067.01184963147,5557.5084678418,1066.78950786361,4694.76226170827,1004.43129208442,948.16737821777,3555.67474610933,4707.13860945484,1414.3181121519,1279.97079607213,47694.8953655069,2007,Definitivo
EL ORO,07,Las Lajas,0714,1263.86644334908,0,662.888921089857,81.5609821362517,794.086746366039,566.854176004895,0,958.896954007574,0,61.2169693933703,865.766866489591,600.894815076182,0,81.8208592017416,5937.85373311458,2007,Definitivo
ESMERALDAS,08,Esmeraldas,0801,33520.0249150662,684.310850332067,548698.986393269,12046.1699958501,53539.9832778726,58558.1243230445,7957.72225906023,18052.10239285,7350.37551923749,27637.5799094527,63831.0386438128,40761.2752632148,14702.824279195,4363.26905259401,891703.787074852,2007,Definitivo
ESMERALDAS,08,Eloy Alfaro,0802,23166.583069518,0,599.36904503917,596.710162374137,3490.1063865716,5108.99594466347,262.13547489456,3821.44452613594,0,0,4158.17105136495,8066.23973790946,2369.46341689506,178.476575770719,51817.695391137,2007,Definitivo
ESMERALDAS,08,Muisne,0803,9266.27105753353,0,551.032831729559,416.531589489472,3590.18112167043,3546.36361997991,927.470946025874,2869.32412104672,0,158.524778404164,3460.09139003065,4859.09728856071,1215.10944456157,132.433301968762,30992.4314910013,2007,Definitivo
ESMERALDAS,08,Quinindé,0804,154198.660472898,0,42805.8628266454,1471.80863937495,17700.7187706051,21120.9037910964,736.357214519009,10106.2431008584,677.188519076128,3875.12773288416,10046.6184023269,23098.9519753502,1336.62038901773,3136.48629949576,290311.548134148,2007,Definitivo
ESMERALDAS,08,San Lorenzo,0805,12173.3421295241,0,707.165422118684,496.016516658105,7080.28750824204,8041.46829423198,603.889607119466,3223.94500859921,182.669691128568,12856.2744908859,4568.42817617106,8149.9510709983,2733.99625026353,171.996755161151,60989.4309211021,2007,Definitivo
ESMERALDAS,08,Atacames,0806,14140.3766764129,0,456.586070016355,502.703950434312,15774.2801199527,10826.8096781647,17199.5225316394,3462.70364527383,318.123702888099,3518.97074175586,3399.58902600526,7637.6991520051,1275.86491678965,493.245217525843,79006.475428864,2007,Definitivo
ESMERALDAS,08,Rioverde,0807,14964.5320524604,0,0,367.999927227854,2639.47113823157,3414.45309906506,57.6368897571199,2535.70515060912,0,110.338832545629,3022.82779884522,3929.82469188638,0,115.37137308877,31158.1609537172,2007,Definitivo
ESMERALDAS,08,La Concordia,0807,70076.2904130055,0,1799.17202229243,795.804619368646,8631.44590227386,14347.8058902764,0,5480.194027646,0,0,39.5997795782336,6562.50771783646,4252.88305596549,249.341888038723,112235.045316282,2007,Definitivo
GUAYAS,09,Guayaquil,0901,264889.450295423,31418.8089524931,1946717.00938839,109256.612272294,774204.697698292,1346428.1873677,259205.912534221,890830.219048192,276255.007482567,1577602.73465173,482321.876055141,436739.69586798,304071.509289727,333589.964808785,9033531.68571294,2007,Definitivo
GUAYAS,09,Alfredo Baquerizo Moreno,0902,11850.2631482361,0,5372.05074807466,546.39621063678,3162.30722464025,4912.0714298578,62.7724696689463,6393.75086866927,488.463612337784,136.360112428149,1358.90416451711,3038.74825146516,1042.64115032799,317.538055301392,38682.2674461613,2007,Definitivo
GUAYAS,09,Balao,0903,65202.1380059134,0,1870.17427550341,490.313526351732,2135.31999091464,3637.29537741975,0,5523.53996433025,593.924656527362,1625.08287833327,1452.60425347264,3425.64675023852,268.238624962488,165.034306903628,86389.3126108711,2007,Definitivo
GUAYAS,09,Balzar,0904,25707.8521910517,0,150.153476253289,1372.87787378485,5856.87768936586,9651.87582560235,250.45782498042,15509.1441887415,383.002568148206,3400.01203406011,3442.65009272857,10388.1837937032,993.708835261129,463.447799908467,77570.2441935896,2007,Definitivo
GUAYAS,09,Colimes,0905,11811.6785532161,0,1887.53531929073,603.134832749723,1382.87389887805,2323.14400289868,74.4758114716312,6735.27423267442,277.541523958627,200.794011707384,1718.13071460154,3631.77449165688,397.305712523404,237.848640598754,31281.5117462259,2007,Definitivo
GUAYAS,09,Daule,0906,22983.2879174374,0,8343.2793487572,2647.03710447146,19431.4119173232,35329.5077389973,1182.55785552108,27426.1421200566,1689.99950735762,95015.82089036,8504.03559102648,20816.4479815712,2458.12185564595,2459.03849735834,248286.688325884,2007,Definitivo
GUAYAS,09,Durán,0907,9033.0475219887,2824.99640116808,214865.183731501,6334.39160398485,74349.8084455611,120281.765133131,4819.94997471277,57184.3674512702,1789.08113897258,28704.6615265634,14391.4296077131,32190.2822848344,2667.32371570092,2950.80902785515,572387.097564957,2007,Definitivo
GUAYAS,09,El Empalme,0908,15487.1653857412,0,366.393914441357,10136.207254466,8988.68034270732,19323.4393122462,430.551636988558,21061.9743215113,705.593396949427,2351.67474316544,4055.54533566521,13597.8871957892,5439.24836142934,668.938084058722,102613.299285159,2007,Definitivo
GUAYAS,09,El Triunfo,0909,55961.6954792961,0,4979.99763036631,946.51828565291,8449.7662497622,13190.7328978145,853.224496257333,10916.7386791045,1245.35842080029,2689.78696480722,2940.87379432677,9998.01342601847,2248.91999559098,651.879018903346,115073.505338701,2007,Definitivo
GUAYAS,09,Milagro,0910,55966.3419086296,0,5754.7531425614,8141.17235092244,38720.4691685854,69851.8213752925,3959.99425860965,44829.7744034682,5500.97999791323,30710.6879277687,16511.4146819693,30524.9010089305,19403.4725200989,1339.44006834383,331215.222813094,2007,Definitivo
GUAYAS,09,Naranjal,0911,130697.614512484,0,16777.206025433,1560.80406147685,10290.208718122,17541.7059879892,1297.83700493032,17359.9899324366,1022.43429816969,5404.06486563098,3980.8347462324,10602.4912074001,1202.9106953161,1076.15309279827,218814.25514842,2007,Definitivo
GUAYAS,09,Naranjito,0912,19193.5316786098,0,110.065644083286,915.361238827883,7260.08796910976,8844.68172290027,323.352122421847,10161.0523333641,71.6284754527111,1802.65071704465,3408.21402235104,7254.5513438074,784.506975206154,2201.2981010871,62330.982344266,2007,Definitivo
GUAYAS,09,Palestina,0913,8731.93378024827,0,8141.29971685647,388.315194114014,1626.91046926829,3194.32300398568,17.0230426220871,4501.02018410558,82.1745798716689,403.835717575672,1233.22917060748,2826.89473945184,0,198.539476863506,31345.4990755706,2007,Definitivo
GUAYAS,09,Pedro Carbo,0914,8683.83481458171,0,4563.06563265373,1022.27910477482,4667.19940871342,9292.57601159471,612.68764192665,11746.5291509969,61.0823710337532,650.207472341893,2493.43784462234,6795.67172898319,1307.51162534359,350.967008381753,52247.0498159485,2007,Definitivo
GUAYAS,09,Samborondón,0916,20464.864444341,12.3743141089176,2214.19146938525,1243.98609060343,16340.2820257134,25416.7704045949,7689.206088014,14551.3556807682,2948.92096595636,266991.141024837,7585.47016109744,11092.4535768826,1987.41767052226,1608.85502274964,380147.288939575,2007,Definitivo
GUAYAS,09,Santa Lucía,0918,10640.0512001221,0,788.156814266005,1000.63315645427,2501.3748465,5364.88763381263,17.0230426220871,10837.0694209489,50.5362666147954,415.07418838019,2713.25656378216,6278.71644098158,366.103255096205,331.158975486415,41304.0418050674,2007,Definitivo
GUAYAS,09,Salitre (Urbina Jado),0919,12781.5259573347,1869.88177522162,19.2552948676967,1384.02881685907,5165.44073992684,6088.40917708827,117.321342339192,16120.1371023905,71.6284754527111,1145.57479067385,4215.19278484696,8034.89207917692,1516.71348539857,2122.95005832942,60652.9518799063,2007,Definitivo
GUAYAS,09,Yaguachi,0920,46741.5058123032,0,6030.43937872243,1316.46722058585,9639.44453041464,13372.8437624485,247.926850615378,15240.5533441508,39.9901621958375,5599.31936577381,3482.62150468356,8749.79543631838,1987.41767052226,3442.76279864703,115891.087837382,2007,Definitivo
GUAYAS,09,Playas (General Villamil),0921,1224.98882127839,0,5.8491154780207,821.890098352804,16360.6184065793,13879.8010342675,7499.95835256103,9613.61908522895,588.532466905695,3444.63741602001,2224.81091746507,6677.88444817269,1621.31441542605,401.570167790273,64365.4747455258,2007,Definitivo
GUAYAS,09,Simón Bolívar,0922,32568.2106074791,0,11054.3447749658,557.875122624948,2013.30170571951,3656.98303846127,0,6522.62760980329,483.071422716116,1981.71701852997,1507.79566216454,3610.50734373276,0,3775.39036640462,67731.8246726019,2007,Definitivo
GUAYAS,09,Coronel Marcelino Maridueña,0923,91948.9124847917,0,12138.8798550362,1218.07654640156,1840.44246835976,2106.57973144202,0,3537.08074076,693.993511095273,2268.53189495588,1154.80504573294,1553.31976568838,993.708835261129,105.682166198336,119560.013045723,2007,Definitivo
GUAYAS,09,Lomas De Sargentillo,0924,2958.20894654331,0,196.619253538145,387.987225200066,2399.69294217073,4434.64564960108,0,4541.73351823655,377.610378526537,122.12471607576,86.2190459416742,2656.75755605891,784.506975206154,911.923539001598,19858.0297461005,2007,Definitivo
GUAYAS,09,Nobol,0925,5840.29331518925,0,98.9417224931323,544.100428239147,3019.95255857927,5551.92041370701,79.8818895847364,4720.6964474022,799.454555284851,1697.75832286915,1196.19991994646,4273.87876551964,655.439887645237,141.710325932859,28620.228552393,2007,Definitivo
GUAYAS,09,General Antonio Elizalde,0927,2830.39481019149,0,30.5908739500482,347.975017698453,1586.23770753659,3154.94768190265,348.455489782358,2782.56600175721,427.736619386618,3322.84120120242,1298.11502380935,1567.22520856184,526.372800084321,527.539928045771,18750.9983639091,2007,Definitivo
GUAYAS,09,Isidro Ayora,0928,5539.05258785024,0,7.89630589532793,224.986674968086,1260.85561368293,1560.24713754,0,2632.01453597792,617.152974448852,472.765005176714,742.786171359808,2202.7857446018,397.305712523404,78.9657417129098,15736.814205738,2007,Definitivo
SANTA ELENA,24,Santa Elena,2401,22626.5866583266,20041.8948064971,279.879914076072,3055.35840233628,43713.0506711525,28896.5644936825,4551.97687619569,35732.2480861441,3737.3144999292,23257.656471278,2973.33973984595,24772.1374954569,4863.94324627816,1067.62091613115,219569.57227733,2007,Definitivo
SANTA ELENA,24,La Libertad,2402,207.514597390746,0,242803.072757317,2202.31125715845,27016.8819802866,48224.9257211891,5632.65164096396,24844.7995754791,3210.00927898131,10019.6875690794,144.182533736685,16226.0158988733,3556.43162093457,2476.09084546316,386564.575276853,2007,Definitivo
SANTA ELENA,24,Salinas,2403,82296.0806709896,0,2238.25377698132,1356.15145917352,23173.3059966403,17143.0308518985,16468.1062049571,15861.7978167537,617.152974448852,11379.8506126696,4735.55556801906,13842.4593969165,3661.03255096205,480.859190982379,193253.637071393,2007,Definitivo
IMBABURA,10,Ibarra,1001,22412.040080265,731.502373571461,30666.1959851785,5224.00139603774,62448.109897603,87339.3021582817,18342.6042262653,49052.288221984,19883.3713770645,75082.1823041702,50850.8578026038,35167.9476476808,17759.7203828375,6950.85656001152,481910.980413555,2007,Definitivo
