CANTON_CODIGO,VOTOS_DANIEL_23,VOTOS_LUISA_23,SUFRAGANTES_23,PORC_LUISA_23,PORC_DANIEL_23,VOTOS_DANIEL_25,VOTOS_LUISA_25,SUFRAGANTES_25,PORC_LUISA_25,PORC_DANIEL_25
0850,4060.0,1340.0,5797.0,0.2311540451957909,0.7003622563394859,4385.0,1167.0,5811.0,0.20082601961796592,0.754603338495956
0855,1911.0,978.0,3068.0,0.31877444589308995,0.6228813559322034,2004.0,835.0,2993.0,0.278984296692282,0.6695623120614768
0860,2477.0,2185.0,4978.0,0.4389312977099237,0.4975893933306549,2444.0,2176.0,4867.0,0.4470926648859667,0.5021573864803781
0865,2207.0,4438.0,6989.0,0.6349978537702103,0.3157819430533696,2351.0,4505.0,7248.0,0.6215507726269316,0.3243653421633554
0870,8189.0,19116.0,30768.0,0.6212948517940717,0.266153146125845,10428.0,18041.0,31548.0,0.5718587549131482,0.3305439330543933
0875,2892.0,2938.0,6185.0,0.4750202101859337,0.4675828617623282,3038.0,2841.0,6187.0,0.4591886213027315,0.49102957814772913
0880,2574.0,1377.0,4143.0,0.332367849384504,0.6212889210716872,2562.0,1211.0,3939.0,0.30743843615130745,0.6504188880426505
0881,3354.0,1607.0,5237.0,0.30685506969639104,0.6404430017185412,3560.0,1689.0,5464.0,0.3091142020497804,0.6515373352855052
0885,4110.0,5266.0,10770.0,0.48895078922934077,0.3816155988857939,4820.0,4845.0,10870.0,0.4457221711131555,0.44342226310947563
0890,2839.0,5797.0,9233.0,0.6278566013213474,0.3074840246940323,3075.0,5496.0,9245.0,0.5944835045970795,0.3326122228231477
0895,5197.0,4883.0,10969.0,0.4451636429938919,0.4737897711733066,5724.0,4790.0,11246.0,0.4259292192779655,0.5089809710119153
0896,5372.0,8209.0,14882.0,0.5516059669399275,0.3609729875016799,6670.0,7853.0,15662.0,0.5014046737326012,0.425871536202273
0900,3880.0,6056.0,11179.0,0.541730029519635,0.34707934520082295,4522.0,5848.0,11318.0,0.5166990634387701,0.39954055486835127
0905,1486.0,1503.0,3289.0,0.4569778048038918,0.4518090605047127,1751.0,1321.0,3323.0,0.39753235028588624,0.5269334938308757
0910,8921.0,31363.0,44419.0,0.7060717260631711,0.20083747945698913,11531.0,29449.0,44816.0,0.6571090681899322,0.2572965012495537
0915,3495.0,3344.0,7746.0,0.431706687322489,0.4512006196746708,4157.0,2962.0,7862.0,0.37674891885016537,0.5287458661918087
0920,5317.0,7903.0,14841.0,0.5325112863014622,0.3582642679064753,6317.0,7570.0,15456.0,0.4897774327122153,0.40870859213250516
0925,1675.0,1026.0,2809.0,0.36525453898184407,0.5962976148095408,1787.0,980.0,2873.0,0.34110685694396103,0.6219979115906717
0926,9623.0,2491.0,13036.0,0.19108622276772017,0.7381865602945689,11186.0,2241.0,14142.0,0.1584641493423844,0.7909772309432895
0930,5095.0,8986.0,15835.0,0.5674771076728765,0.3217556046731923,5535.0,8838.0,15816.0,0.5588012139605463,0.34996206373292865
0935,7587.0,8551.0,17354.0,0.49273942606891785,0.43719027313587644,9821.0,7608.0,18447.0,0.4124247845178078,0.5323900905296254
0940,5620.0,9753.0,17038.0,0.5724263411198498,0.32985092146965606,6691.0,9698.0,17926.0,0.5410018966863773,0.3732567220796608
0945,12430.0,34756.0,52330.0,0.6641696923370916,0.23753105293330784,16208.0,33075.0,54186.0,0.6103975196545233,0.29911785332004576
0946,5716.0,18841.0,27154.0,0.6938572585991014,0.21050305663990573,7866.0,17581.0,27835.0,0.6316148733608766,0.2825938566552901
0950,3123.0,2401.0,5987.0,0.4010355770836813,0.5216301987639886,3173.0,2328.0,5990.0,0.38864774624373954,0.5297161936560935
0955,1107.0,2697.0,4042.0,0.6672439386442355,0.2738743196437407,1204.0,2619.0,4039.0,0.648427828670463,0.29809358752166376
0960,762.0,1299.0,2182.0,0.5953253895508708,0.34922089825847846,837.0,1171.0,2134.0,0.5487347703842549,0.3922211808809747
0965,34339.0,35066.0,74986.0,0.46763395833888993,0.4579388152455125,35738.0,35601.0,77052.0,0.46203862326740386,0.46381664330581945
0970,1755.0,7068.0,9734.0,0.7261146496815286,0.18029587014588042,1922.0,6902.0,9610.0,0.718210197710718,0.2
0975,4311.0,11508.0,17451.0,0.6594464500601684,0.24703455389375967,5091.0,11260.0,17909.0,0.6287341560109442,0.28427047853034787
0980,4029.0,1137.0,5381.0,0.21129901505296414,0.748745586322245,4036.0,1223.0,5465.0,0.22378774016468436,0.7385178408051235
0981,2447.0,931.0,3526.0,0.2640385706182643,0.6939875212705615,2418.0,1003.0,3572.0,0.28079507278835386,0.6769316909294513
0982,13736.0,22716.0,39951.0,0.5685965307501689,0.34382118094665964,16448.0,21463.0,41099.0,0.5222268181707584,0.40020438453490353
0985,3959.0,5061.0,9902.0,0.5111088668955767,0.39981821854170874,4472.0,4816.0,10241.0,0.47026657552973344,0.43667610584903815
0986,2380.0,6876.0,10103.0,0.6805899237850144,0.23557359200237554,2818.0,6868.0,10550.0,0.6509952606635071,0.2671090047393365
0990,980.0,1305.0,2504.0,0.5211661341853036,0.3913738019169329,1099.0,1164.0,2465.0,0.472210953346856,0.445841784989858
0995,3970.0,2116.0,6557.0,0.32270855574195517,0.6054598139393015,3858.0,2230.0,6484.0,0.34392350400987043,0.595003084515731
10,12470.0,8056.0,22709.0,0.35474921837157075,0.5491214936809194,13092.0,8124.0,23117.0,0.3514296837824977,0.5663364623437297
11,389.0,378.0,811.0,0.46609124537607893,0.4796547472256473,872.0,525.0,1433.0,0.366364270760642,0.6085136078157711
15,5699.0,4934.0,11580.0,0.42607944732297065,0.49214162348877377,5945.0,4903.0,11703.0,0.4189524053661454,0.5079894044262155
20,3510.0,6141.0,10685.0,0.5747309312119794,0.3284978942442677,3999.0,5779.0,10585.0,0.5459612659423713,0.37779877184695326
21,512.0,157.0,698.0,0.22492836676217765,0.7335243553008596,1933.0,545.0,2583.0,0.21099496709252807,0.7483546264034069
25,4483.0,6253.0,11938.0,0.5237895794940526,0.3755235382811191,4888.0,5974.0,11867.0,0.5034128254824303,0.4118985421757816
30,78027.0,54009.0,144952.0,0.3725992052541531,0.5382954357304487,85814.0,53761.0,151176.0,0.35561861671164735,0.5676430121183257
31,59.0,42.0,103.0,0.4077669902912621,0.5728155339805825,116.0,59.0,179.0,0.329608938547486,0.6480446927374302
35,30673.0,43481.0,82723.0,0.5256216529864729,0.3707916782515141,32858.0,44335.0,85368.0,0.5193397994564708,0.38489832255646145
40,12712.0,19077.0,36328.0,0.5251321294868971,0.34992292446597667,14106.0,19066.0,37172.0,0.5129129452275907,0.37947917787582053
41,86.0,81.0,179.0,0.45251396648044695,0.48044692737430167,149.0,85.0,247.0,0.3441295546558704,0.6032388663967612
45,17364.0,14249.0,35053.0,0.4064987304938236,0.4953641628391293,18842.0,14344.0,36414.0,0.39391442851650466,0.5174383478881749
5,40847.0,19323.0,64812.0,0.2981392334752824,0.6302382274887367,42507.0,20350.0,67125.0,0.3031657355679702,0.6332513966480446
50,4042.0,6444.0,11818.0,0.5452699272296497,0.34202064647148417,4480.0,6140.0,11764.0,0.5219313158789527,0.3808228493709623
51,358.0,758.0,1188.0,0.6380471380471381,0.30134680134680136,619.0,791.0,1497.0,0.5283901135604543,0.4134936539746159
55,5067.0,7346.0,14055.0,0.5226609747420846,0.36051227321237994,5849.0,7083.0,14374.0,0.4927647140670655,0.4069152636705162
60,950279.0,592430.0,1674884.0,0.3537140482564763,0.5673700387608933,1031389.0,593463.0,1742867.0,0.3405096315438872,0.5917772268337171
61,16.0,10.0,26.0,0.38461538461538464,0.6153846153846154,34.0,10.0,47.0,0.2127659574468085,0.723404255319149
65,24703.0,40538.0,72612.0,0.558282377568446,0.34020547567895115,28394.0,41447.0,76300.0,0.543211009174312,0.37213630406290954
70,33537.0,25340.0,64860.0,0.39068763490595126,0.5170675300647548,37068.0,24680.0,66903.0,0.3688922768784658,0.554055871933994
71,117.0,100.0,227.0,0.44052863436123346,0.5154185022026432,225.0,221.0,466.0,0.4742489270386266,0.48283261802575106
75,8829.0,15207.0,26629.0,0.5710691351534042,0.3315558225994217,9781.0,15418.0,27442.0,0.5618395160702573,0.3564244588586838
80,48416.0,26642.0,80475.0,0.3310593351972662,0.601627834731283,52816.0,26979.0,84833.0,0.3180248252448929,0.6225879080074971
81,932.0,844.0,1837.0,0.45944474686989656,0.5073489384866631,1635.0,904.0,2602.0,0.3474250576479631,0.6283627978478094
85,134452.0,130331.0,287809.0,0.45283851443144585,0.46715703817462273,154614.0,118087.0,292931.0,0.40312223697730865,0.5278171309967193
90,5531.0,2632.0,8832.0,0.2980072463768116,0.6262454710144928,6138.0,2234.0,8858.0,0.2522013998645292,0.6929329419733574
91,578.0,668.0,1339.0,0.4988797610156833,0.4316654219566841,846.0,802.0,1738.0,0.4614499424626007,0.48676639815880324
95,3311.0,9783.0,14293.0,0.6844609249282866,0.23165185755264814,4063.0,9428.0,14754.0,0.6390131489765487,0.27538294699742444
