CANTON_CODIGO,VOTOS_DANIEL_23,VOTOS_LUISA_23,SUFRAGANTES_23,PORC_LUISA_23,PORC_DANIEL_23,VOTOS_DANIEL_25,VOTOS_LUISA_25,SUFRAGANTES_25,PORC_LUISA_25,PORC_DANIEL_25
0780,1319.0,1168.0,2831.0,0.4125750618156129,0.4659131049099258,1452.0,1145.0,2847.0,0.4021777309448542,0.5100105374077977
0785,8719.0,20198.0,31732.0,0.6365183411067692,0.2747699483171562,11270.0,18301.0,32194.0,0.5684599614835062,0.3500652295458781
0790,5969.0,10677.0,18324.0,0.5826784544859201,0.32574765335079675,7724.0,9382.0,18623.0,0.5037856414111582,0.4147559469473232
0795,3670.0,1709.0,5818.0,0.2937435544860777,0.6308009625300791,3993.0,1610.0,5993.0,0.26864675454697146,0.6662773235441348
0796,888.0,420.0,1364.0,0.30791788856304986,0.6510263929618768,995.0,360.0,1412.0,0.254957507082153,0.7046742209631728
0797,3397.0,1587.0,5296.0,0.2996601208459215,0.6414274924471299,3663.0,1554.0,5484.0,0.2833698030634573,0.6679431072210066
0800,3507.0,1233.0,4949.0,0.24914124065467771,0.7086280056577087,3475.0,1268.0,4980.0,0.25461847389558234,0.6977911646586346
0805,5671.0,3343.0,9668.0,0.34577989242863055,0.5865742656185354,5619.0,3367.0,9604.0,0.35058309037900875,0.5850687213660974
0810,1014.0,645.0,1766.0,0.3652321630804077,0.5741789354473387,891.0,737.0,1729.0,0.42625795257374205,0.5153267784846732
0815,3125.0,2584.0,6026.0,0.4288084965151012,0.5185861267839362,2940.0,2209.0,5400.0,0.4090740740740741,0.5444444444444444
0820,67538.0,84384.0,166237.0,0.5076126253481476,0.4062753779242888,75749.0,78272.0,167282.0,0.46790449659855815,0.4528221805095587
0825,13093.0,20217.0,36160.0,0.5590984513274336,0.36208517699115045,15074.0,19263.0,36991.0,0.5207482901246249,0.40750452812846366
0830,4419.0,3227.0,8509.0,0.37924550475966623,0.5193324715007639,4697.0,3006.0,8361.0,0.3595263724434876,0.5617749073077383
0835,5538.0,11198.0,18622.0,0.6013317581355386,0.29739018365374287,6322.0,10330.0,18234.0,0.5665240759021608,0.3467149281561917
0840,4342.0,20061.0,27293.0,0.7350236324332247,0.15908841094786208,5634.0,18851.0,27675.0,0.6811562782294489,0.20357723577235773
0845,4688.0,1814.0,6859.0,0.2644700393643388,0.6834815570782913,5017.0,1726.0,7093.0,0.24333850274918933,0.7073170731707317
