fecha,numerador,denominador
2019-05-15T00:00:00Z,227564.64,22104840.84
2019-05-16T00:00:00Z,227564.64,22107875.65
2019-05-17T00:00:00Z,227477.06,22139593.7
2019-05-20T00:00:00Z,224477.06,22094835.2
2019-05-21T00:00:00Z,224477.06,22069258.9
2019-05-22T00:00:00Z,218903.44,22068774.69
2019-05-23T00:00:00Z,218903.44,22121104.57
2019-05-27T00:00:00Z,252855.09,22181499.27
2019-05-28T00:00:00Z,223274.15,22173995.19
2019-05-29T00:00:00Z,218029.5,22249853.52
2019-05-30T00:00:00Z,218029.5,22262129
2019-05-31T00:00:00Z,186569.54,22049734.12
2019-06-03T00:00:00Z,175545.76,22049305.7
2019-06-04T00:00:00Z,173106.94,22050843.83
2019-06-05T00:00:00Z,251684.16,22071611.93
2019-06-06T00:00:00Z,238963.02,22061082.69
2019-06-07T00:00:00Z,229103.27,22075903.39
2019-06-10T00:00:00Z,227853.27,22082409.99
2019-06-11T00:00:00Z,226382.2,22145154.9
2019-06-12T00:00:00Z,224243.28,22203125.07
2019-06-13T00:00:00Z,224039.11,22222800.74
2019-06-14T00:00:00Z,224039.11,22254601.9
2019-06-17T00:00:00Z,224039.11,22257483.88
2019-06-18T00:00:00Z,224039.11,22257723.83
2019-06-19T00:00:00Z,224039.11,22260983.13
2019-06-20T00:00:00Z,221729.33,22213083.17
2019-06-21T00:00:00Z,221583.5,22291970.74
2019-06-24T00:00:00Z,203568.4,22295399.76
2019-06-25T00:00:00Z,257559.13,22280110.99
2019-06-26T00:00:00Z,244771.64,22305972.71
2019-06-27T00:00:00Z,244771.64,22337040.81
2019-06-28T00:00:00Z,224522.34,22338173.12
2019-06-30T00:00:00Z,224522.34,22089418.85
2019-07-01T00:00:00Z,195897.5,22096728
2019-07-02T00:00:00Z,195897.5,22175209.16
2019-07-03T00:00:00Z,189882.56,22194654.95
2019-07-04T00:00:00Z,189882.56,22197715.27
2019-07-05T00:00:00Z,189882.56,22214213.19
2019-07-08T00:00:00Z,255251.38,22203000.24
2019-07-09T00:00:00Z,241501.37,22221947.79
2019-07-10T00:00:00Z,241501.37,22223078.5
